id,name,streaming_services
tt0091288,Jean de Florette,Amazon Instant Video
tt0110357,The Lion King,"Disney+, iTunes, Google Play, Amazon Instant Video"
tt0398286,Tangled,"iTunes, Amazon Instant Video, Disney+, Google Play"
tt0097576,Indiana Jones and the Last Crusade,"Amazon Instant Video, iTunes, Google Play"
tt0241527,Harry Potter and the Philosopher's Stone,"iTunes, Google Play, Amazon Instant Video"
tt0083866,E.T. the Extra-Terrestrial,"Amazon Instant Video, Google Play, iTunes"
tt0379786,Serenity,"iTunes, Google Play, Amazon Instant Video"
tt0130827,Run Lola Run,"Google Play, iTunes, Amazon Instant Video"
tt0043338,Ace in the Hole,"Amazon Instant Video, iTunes, Google Play"
tt4901306,,
tt1979376,Toy Story 4,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt2631186,Baahubali: The Beginning,"Netflix, Google Play, Amazon Instant Video, iTunes"
tt0455590,The Last King of Scotland,"iTunes, Google Play, Amazon Instant Video"
tt2082197,Barfi!,Netflix
tt0817177,Flipped,"iTunes, Amazon Instant Video, Google Play"
tt0097937,My Left Foot,"iTunes, Google Play, Amazon Instant Video"
tt0318411,The Magdalene Sisters,"Amazon Instant Video, Google Play, iTunes"
tt0101507,Boyz n the Hood,"iTunes, Amazon Instant Video, Google Play"
tt2106476,The Hunt,"Amazon Prime Video, Google Play, iTunes, Amazon Instant Video"
tt0108399,True Romance,"Amazon Instant Video, Google Play, iTunes"
tt0091251,,
tt0454876,Life of Pi,"Amazon Instant Video, Google Play, iTunes"
tt5168192,"I, Daniel Blake","Amazon Instant Video, Google Play, iTunes"
tt0068361,The Discreet Charm of the Bourgeoisie,"Amazon Instant Video, iTunes, Google Play"
tt0093779,The Princess Bride,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt1306980,50/50,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt10366460,CODA,AppleTV+
tt0056663,,
tt0208092,Snatch,"Google Play, Netflix, iTunes, Amazon Instant Video, Amazon Prime Video"
tt0080339,Airplane!,"iTunes, Google Play, Amazon Instant Video"
tt0106489,A Bronx Tale,"Amazon Instant Video, iTunes, Google Play"
tt0109117,Andaz Apna Apna,"Amazon Instant Video, iTunes, Google Play"
tt0055018,,
tt0059742,The Sound of Music,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt0112864,Die Hard: With a Vengeance,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt0045274,Umberto D.,"iTunes, Amazon Instant Video"
tt0111161,The Shawshank Redemption,"iTunes, Google Play, Amazon Instant Video"
tt0264464,Catch Me If You Can,"Netflix, Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0926084,Harry Potter and the Deathly Hallows: Part 1,"iTunes, Google Play, Amazon Instant Video"
tt0117666,,
tt5311514,Your Name.,"iTunes, Google Play, Amazon Instant Video"
tt0063350,Night of the Living Dead,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0058450,The Umbrellas of Cherbourg,"iTunes, Google Play, Amazon Instant Video"
tt0401085,C.R.A.Z.Y.,"iTunes, Google Play, Amazon Instant Video"
tt7019842,96,"Amazon Instant Video, Google Play"
tt0040522,The Bicycle Thieves,"Amazon Instant Video, iTunes, Google Play"
tt0077651,Halloween,"iTunes, Google Play, Amazon Instant Video"
tt0117631,,
tt0168629,Dancer in the Dark,"Amazon Instant Video, iTunes, Google Play"
tt0126029,Shrek,"Amazon Instant Video, Netflix, iTunes, Google Play, Amazon Prime Video"
tt0059646,Repulsion,"iTunes, Google Play, Amazon Instant Video"
tt0038355,The Big Sleep,"iTunes, Google Play, Amazon Instant Video"
tt0097757,The Little Mermaid,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0352248,Cinderella Man,"Amazon Instant Video, Google Play, iTunes"
tt4169250,,
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Amazon Instant Video, iTunes, Google Play"
tt0108550,What's Eating Gilbert Grape,"iTunes, Google Play, Amazon Instant Video"
tt2543472,Wonder,"Amazon Instant Video, Google Play, iTunes"
tt0023427,Scarface,"iTunes, Amazon Instant Video, Google Play"
tt0298845,In America,"iTunes, Google Play, Amazon Instant Video"
tt0166924,Mulholland Drive,"Amazon Instant Video, Google Play, iTunes"
tt0049406,The Killing,"iTunes, Google Play, Amazon Instant Video"
tt0113824,Whisper of the Heart,"iTunes, Google Play, Amazon Instant Video"
tt0245712,Amores perros,"iTunes, Google Play, Amazon Instant Video"
tt0381681,Before Sunset,"Google Play, Amazon Instant Video, iTunes"
tt0051036,Sweet Smell of Success,"iTunes, Amazon Instant Video"
tt0059113,Doctor Zhivago,"iTunes, Amazon Instant Video, Google Play"
tt2350496,The Lunchbox,"Amazon Instant Video, Google Play, iTunes"
tt0156887,Perfect Blue,"Amazon Instant Video, Google Play, iTunes"
tt0106519,Carlito's Way,"Amazon Instant Video, iTunes, Google Play"
tt1016150,All Quiet on the Western Front,Netflix
tt0198781,"Monsters, Inc.","Amazon Instant Video, Disney+, Google Play, iTunes"
tt7218518,Padman,Netflix
tt0246578,Donnie Darko,"Amazon Instant Video, Google Play, iTunes"
tt0407887,The Departed,"Netflix, Amazon Instant Video, Google Play, iTunes"
tt0338013,Eternal Sunshine of the Spotless Mind,"iTunes, Google Play, Amazon Instant Video"
tt0070511,Papillon,"Amazon Instant Video, iTunes, Google Play"
tt0033870,The Maltese Falcon,"Google Play, iTunes, Amazon Instant Video"
tt9900782,Kaithi,"iTunes, Amazon Instant Video, Google Play"
tt0105323,Scent of a Woman,"Amazon Instant Video, Google Play, iTunes"
tt0181689,Minority Report,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0072890,Dog Day Afternoon,"Amazon Instant Video, Google Play, iTunes"
tt0071615,The Holy Mountain,"iTunes, Amazon Instant Video"
tt0042876,Rashômon,"iTunes, Amazon Instant Video"
tt0144117,The Boondock Saints,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0106364,Batman: Mask of the Phantasm,"Amazon Instant Video, Google Play, iTunes"
tt0367110,"Swades: We, the People","Google Play, Netflix, iTunes"
tt0114709,Toy Story,"iTunes, Google Play, Disney+, Amazon Instant Video"
tt3612616,Mommy,"iTunes, Google Play, Amazon Instant Video"
tt0075314,Taxi Driver,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0109707,Ed Wood,"Amazon Instant Video, Google Play, iTunes"
tt0038787,,
tt0053198,The 400 Blows,"iTunes, Google Play, Amazon Instant Video"
tt1924396,Deception,"Google Play, Amazon Instant Video, iTunes"
tt0073312,Love and Death,"iTunes, Amazon Instant Video, Google Play"
tt0029947,Bringing Up Baby,"Amazon Instant Video, Google Play, iTunes"
tt0412080,The World's Fastest Indian,"Amazon Instant Video, Google Play, iTunes"
tt0082096,Das Boot,"iTunes, Google Play, Amazon Instant Video"
tt0032599,His Girl Friday,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0086190,Star Wars: Episode VI - Return of the Jedi,"Disney+, iTunes, Google Play, Amazon Instant Video"
tt0441773,Kung Fu Panda,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0067185,Harold and Maude,"Google Play, Amazon Instant Video, iTunes"
tt0050976,The Seventh Seal,"iTunes, Google Play, Amazon Instant Video"
tt0112471,Before Sunrise,"iTunes, Google Play, Amazon Instant Video"
tt0080678,The Elephant Man,"iTunes, Google Play, Amazon Instant Video"
tt0074896,,
tt0072684,Barry Lyndon,"Google Play, Amazon Instant Video, iTunes"
tt0144084,American Psycho,"iTunes, Google Play, Amazon Instant Video"
tt0051808,The Hidden Fortress,"Amazon Instant Video, iTunes"
tt0032976,,
tt0029843,The Adventures of Robin Hood,"Amazon Instant Video, Google Play, iTunes"
tt0364569,,
tt0277027,I Am Sam,"Amazon Instant Video, Google Play, iTunes"
tt0050825,Paths of Glory,"iTunes, Google Play, Amazon Instant Video"
tt0106977,The Fugitive,"Google Play, iTunes, Amazon Instant Video"
tt0084787,The Thing,"Google Play, iTunes, Amazon Instant Video"
tt0434409,V for Vendetta,"Amazon Instant Video, Google Play, iTunes"
tt0409459,Watchmen,"iTunes, Amazon Instant Video, Google Play, Netflix"
tt0871510,Chakde! India,"Amazon Prime Video, iTunes, Google Play"
tt8579674,1917,"Amazon Instant Video, Google Play, iTunes"
tt0047437,Sabrina,"iTunes, Google Play, Amazon Instant Video"
tt0080455,The Blues Brothers,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0099674,The Godfather: Part III,"Amazon Instant Video, Google Play, iTunes"
tt4849438,Baahubali 2: The Conclusion,"Netflix, Google Play, Amazon Instant Video, iTunes"
tt1160419,Dune,"Google Play, iTunes, Amazon Instant Video"
tt7668870,Searching,"Amazon Instant Video, Google Play, iTunes"
tt4633694,Spider-Man: Into the Spider-Verse,"Google Play, iTunes, Amazon Instant Video"
tt0087884,"Paris, Texas","Amazon Instant Video, iTunes"
tt2543164,Arrival,"Google Play, iTunes, Amazon Instant Video"
tt0096283,My Neighbour Totoro,"Google Play, Amazon Instant Video, iTunes"
tt12361178,Drishyam 2,Amazon Prime Video
tt0028950,La grande illusion,"iTunes, Google Play, Amazon Instant Video"
tt0097216,Do the Right Thing,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0119250,Hana-Bi,"iTunes, Google Play, Amazon Instant Video"
tt1639426,Udaan,Netflix
tt0401383,The Diving Bell and the Butterfly,"Amazon Instant Video, Google Play, iTunes"
tt0071315,Chinatown,"iTunes, Amazon Instant Video, Google Play"
tt4302938,Kubo and the Two Strings,"iTunes, Google Play, Amazon Instant Video"
tt0046359,Stalag 17,"Amazon Instant Video, iTunes, Google Play"
tt1727824,Bohemian Rhapsody,"Google Play, Amazon Instant Video, iTunes"
tt10272386,The Father,"iTunes, Amazon Instant Video, Google Play"
tt0042208,The Asphalt Jungle,"iTunes, Google Play, Amazon Instant Video"
tt0036775,Double Indemnity,"iTunes, Google Play, Amazon Instant Video"
tt0401792,Sin City,"iTunes, Amazon Instant Video, Google Play"
tt10872600,Spider-Man: No Way Home,"Amazon Instant Video, Google Play, iTunes"
tt0106469,,
tt8503618,Hamilton,Disney+
tt0063522,Rosemary's Baby,"iTunes, Google Play, Amazon Instant Video"
tt3544112,Sing Street,"iTunes, Google Play, Amazon Instant Video"
tt0045555,The Big Heat,"Amazon Instant Video, iTunes, Google Play"
tt1010048,Slumdog Millionaire,"Google Play, Amazon Instant Video, iTunes"
tt1187043,3 Idiots,"Google Play, iTunes, Netflix, Amazon Instant Video"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt3748528,Rogue One: A Star Wars Story,"Disney+, Amazon Instant Video, Google Play, iTunes"
tt0783233,Atonement,"Google Play, Amazon Instant Video, iTunes"
tt0093058,Full Metal Jacket,"Amazon Instant Video, Google Play, iTunes"
tt0286244,The Triplets of Belleville,"Amazon Instant Video, Google Play, iTunes"
tt0325710,The Last Samurai,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt1954470,Gangs of Wasseypur,"Amazon Instant Video, Google Play, iTunes"
tt0087332,Ghostbusters,"Amazon Instant Video, iTunes, Google Play"
tt0045152,Singin' in the Rain,"Amazon Instant Video, iTunes, Google Play"
tt0046912,Dial M for Murder,"iTunes, Google Play, Amazon Instant Video"
tt0308644,Finding Neverland,"Amazon Instant Video, iTunes, Google Play"
tt0119698,Princess Mononoke,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0263438,,
tt3841424,Land of Mine,"Google Play, Amazon Instant Video, iTunes"
tt1182345,Moon,"iTunes, Google Play, Amazon Instant Video"
tt0338564,Infernal Affairs,iTunes
tt0099785,Home Alone,"Amazon Instant Video, iTunes, Google Play, Disney+"
tt0112579,The Bridges of Madison County,"Amazon Instant Video, iTunes, Google Play, Netflix"
tt0421715,The Curious Case of Benjamin Button,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt7060344,Raatchasan,"Google Play, iTunes, Amazon Prime Video, Amazon Instant Video"
tt0054997,The Hustler,"Google Play, Amazon Instant Video, iTunes"
tt0101640,Raise the Red Lantern,Amazon Instant Video
tt0094226,The Untouchables,"Amazon Instant Video, iTunes, Google Play"
tt0015648,Battleship Potemkin,"Amazon Instant Video, iTunes"
tt0373074,Kung Fu Hustle,"iTunes, Google Play, Amazon Instant Video"
tt1291584,Warrior,"iTunes, Amazon Instant Video, Google Play, Netflix"
tt7653254,Marriage Story,Netflix
tt0049833,The Ten Commandments,"Amazon Instant Video, iTunes, Google Play"
tt0824747,Changeling,"iTunes, Google Play, Amazon Instant Video"
tt0030341,The Lady Vanishes,"iTunes, Amazon Instant Video"
tt0048473,Pather Panchali,"iTunes, Google Play, Amazon Instant Video"
tt2140203,,
tt0031679,Mr. Smith Goes to Washington,"Google Play, iTunes, Amazon Instant Video"
tt0052357,Vertigo,"Google Play, iTunes, Amazon Instant Video"
tt5726616,,
tt0095765,Cinema Paradiso,"iTunes, Amazon Instant Video"
tt0065531,Le cercle rouge,"Amazon Instant Video, Google Play, iTunes"
tt0048424,The Night of the Hunter,"iTunes, Google Play, Amazon Instant Video"
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),"iTunes, Google Play, Amazon Instant Video"
tt0876563,Ponyo,"iTunes, Google Play, Amazon Instant Video"
tt0268126,Adaptation.,"Amazon Instant Video, Google Play, iTunes"
tt4016934,The Handmaiden,Amazon Prime Video
tt0378194,,
tt0053291,Some Like It Hot,"iTunes, Google Play, Amazon Instant Video"
tt0017136,Metropolis,"Amazon Instant Video, Google Play, iTunes"
tt0066999,Dirty Harry,"Amazon Instant Video, iTunes, Google Play"
tt0088680,After Hours,"iTunes, Google Play, Amazon Instant Video"
tt2181931,English Vinglish,"Google Play, iTunes"
tt0405159,Million Dollar Baby,"Google Play, Amazon Instant Video, iTunes"
tt2948372,Soul,"Google Play, Amazon Instant Video, iTunes, Disney+"
tt0037884,The Lost Weekend,"Amazon Instant Video, Google Play, iTunes"
tt0066921,A Clockwork Orange,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0072431,Young Frankenstein,Amazon Prime Video
tt0107653,,
tt0172495,,
tt0851578,Paprika,"iTunes, Google Play, Amazon Instant Video"
tt0090967,Down by Law,"iTunes, Amazon Instant Video"
tt1431045,Deadpool,"Disney+, Amazon Instant Video, Google Play, iTunes"
tt0053946,Inherit the Wind,"iTunes, Google Play, Amazon Instant Video"
tt0361862,The Machinist,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt2395469,Gully Boy,"Amazon Prime Video, Google Play, iTunes"
tt0030993,You Can't Take It with You,"Amazon Instant Video, Google Play, iTunes"
tt0089881,Ran,"iTunes, Google Play, Amazon Instant Video"
tt1250777,Kick-Ass,"Amazon Instant Video, iTunes, Google Play"
tt1535109,,
tt0200087,,
tt1069238,Departures,Google Play
tt0069293,Solaris,"Amazon Instant Video, Google Play, iTunes"
tt0042593,In a Lonely Place,"Amazon Instant Video, Google Play, iTunes"
tt0026778,A Night at the Opera,"iTunes, Amazon Instant Video, Google Play"
tt0079417,Kramer vs. Kramer,"iTunes, Google Play, Amazon Instant Video"
tt0947798,Black Swan,"Amazon Instant Video, Google Play, iTunes"
tt0057115,The Great Escape,"iTunes, Google Play, Amazon Instant Video"
tt0405508,Colour It Yellow,Netflix
tt0079944,Stalker,"iTunes, Google Play, Amazon Instant Video"
tt0065571,The Conformist,"Google Play, iTunes"
tt0166896,The Straight Story,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0062467,Wait Until Dark,"Amazon Instant Video, iTunes, Google Play"
tt2024519,The Broken Circle Breakdown,"Amazon Instant Video, Google Play, iTunes"
tt0372824,,
tt1832382,A Separation,"iTunes, Amazon Instant Video, Google Play"
tt0365748,Shaun of the Dead,"Amazon Instant Video, Google Play, iTunes"
tt0047396,Rear Window,"Google Play, iTunes, Amazon Instant Video"
tt0050783,Nights of Cabiria,"Amazon Instant Video, iTunes, Google Play"
tt0114746,Twelve Monkeys,"Amazon Instant Video, iTunes, Google Play"
tt1242422,,
tt0119174,The Game,"Amazon Instant Video, Netflix, Google Play, iTunes"
tt3170832,Room,"Amazon Instant Video, Google Play, iTunes"
tt0240772,,
tt0780536,In Bruges,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0418455,,
tt0128445,Rushmore,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt15327088,,
tt0081398,Raging Bull,"Google Play, iTunes, Amazon Instant Video"
tt0046250,Roman Holiday,"Google Play, Amazon Instant Video, iTunes"
tt0085334,A Christmas Story,"iTunes, Google Play, Amazon Instant Video"
tt0097165,Dead Poets Society,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt3397884,Sicario,"Amazon Instant Video, Google Play, iTunes"
tt0421082,Control,"Amazon Instant Video, Google Play, iTunes"
tt0110729,Once Were Warriors,"Google Play, iTunes, Amazon Instant Video"
tt1588170,I Saw the Devil,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0118749,Boogie Nights,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0056801,Eight and a Half,"Amazon Instant Video, Google Play, iTunes"
tt9052870,Chhichhore,"Google Play, iTunes"
tt0111495,Three Colours: Red,"iTunes, Amazon Instant Video"
tt0047528,,
tt0093389,The Last Emperor,"Amazon Instant Video, iTunes"
tt1136608,District 9,"iTunes, Google Play, Amazon Instant Video"
tt0108122,,
tt1201607,Harry Potter and the Deathly Hallows: Part 2,"iTunes, Google Play, Amazon Instant Video"
tt0078841,Being There,"Amazon Instant Video, iTunes, Google Play"
tt0042546,Harvey,"Amazon Instant Video, Google Play, iTunes"
tt0015864,The Gold Rush,"iTunes, Amazon Instant Video"
tt0108358,Tombstone,"iTunes, Google Play, Amazon Instant Video, Amazon Prime Video"
tt4430212,Drishyam,"Netflix, Amazon Instant Video, iTunes, Google Play"
tt0058331,Mary Poppins,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt2194499,About Time,"Amazon Instant Video, Google Play, iTunes"
tt0154420,,
tt0114814,The Usual Suspects,"Google Play, iTunes, Amazon Prime Video"
tt0110912,Pulp Fiction,"iTunes, Google Play, Amazon Instant Video"
tt0093409,Lethal Weapon,"Amazon Instant Video, Google Play, iTunes"
tt0071230,Blazing Saddles,"iTunes, Google Play, Amazon Instant Video"
tt0091064,The Fly,"Google Play, iTunes, Amazon Instant Video"
tt0353969,Memories of Murder,"Amazon Instant Video, Google Play, iTunes"
tt0050613,Throne of Blood,"iTunes, Amazon Instant Video"
tt0242519,,
tt0475276,United 93,"iTunes, Google Play, Amazon Instant Video"
tt8613070,Portrait of a Lady on Fire,"iTunes, Google Play, Amazon Instant Video"
tt1631867,Edge of Tomorrow,"Amazon Instant Video, iTunes, Google Play"
tt0115751,Breaking the Waves,"iTunes, Google Play, Amazon Instant Video"
tt1216496,Mother,"iTunes, Amazon Prime Video, Amazon Instant Video"
tt4154756,Avengers: Infinity War,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0098635,When Harry Met Sally,"iTunes, Amazon Instant Video, Google Play, Netflix"
tt0101765,The Double Life of Véronique,"iTunes, Amazon Instant Video"
tt1596363,The Big Short,"iTunes, Google Play, Amazon Instant Video"
tt0110877,,
tt0070544,Fantastic Planet,"iTunes, Google Play, Amazon Instant Video"
tt1024648,Argo,"Google Play, Amazon Instant Video, iTunes, Netflix"
tt0317705,The Incredibles,"iTunes, Disney+, Amazon Instant Video, Google Play"
tt9477520,Asuran,"Google Play, Amazon Prime Video"
tt0078748,Alien,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0910970,WALL·E,"Google Play, Disney+, iTunes, Amazon Instant Video"
tt0095953,Rain Man,"Amazon Instant Video, iTunes, Google Play"
tt10324144,Article 15,Netflix
tt0435761,Toy Story 3,"Amazon Instant Video, Disney+, Google Play, iTunes"
tt0129167,The Iron Giant,"iTunes, Amazon Instant Video, Google Play"
tt0077405,Days of Heaven,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt10288566,Another Round,"iTunes, Google Play, Amazon Instant Video"
tt1345836,The Dark Knight Rises,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0045061,The Quiet Man,"iTunes, Google Play, Amazon Instant Video"
tt5764096,Hindi Medium,Amazon Prime Video
tt7131622,Once Upon a Time ... in Hollywood,"Amazon Instant Video, Google Play, iTunes"
tt7485048,,
tt0765429,American Gangster,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0243017,Waking Life,"Amazon Instant Video, Google Play, iTunes"
tt0043265,The African Queen,"Amazon Instant Video, Google Play, iTunes"
tt0064116,Once Upon a Time in the West,"iTunes, Amazon Prime Video, Google Play, Amazon Instant Video"
tt6710474,Everything Everywhere All at Once,"Amazon Instant Video, Google Play, iTunes"
tt0053459,Eyes Without a Face,"Amazon Instant Video, iTunes"
tt0052618,Ben-Hur,"iTunes, Amazon Instant Video, Google Play"
tt0986264,Like Stars on Earth,Netflix
tt1745960,Top Gun: Maverick,"Amazon Instant Video, Google Play, iTunes"
tt0070047,The Exorcist,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt1045658,Silver Linings Playbook,"iTunes, Google Play, Amazon Instant Video, AppleTV+, Netflix"
tt0829482,Superbad,"iTunes, Google Play, Amazon Instant Video"
tt0371746,Iron Man,"Disney+, Amazon Instant Video, Google Play, iTunes"
tt0075029,The Outlaw Josey Wales,"Amazon Instant Video, iTunes, Google Play"
tt5027774,"Three Billboards Outside Ebbing, Missouri","Amazon Instant Video, Google Play, iTunes"
tt2584384,Jojo Rabbit,"iTunes, Google Play, Amazon Instant Video"
tt0118694,,
tt0347048,Head-On,Amazon Instant Video
tt0037558,Brief Encounter,"Amazon Instant Video, iTunes"
tt4698684,Hunt for the Wilderpeople,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0053619,L'Avventura,"Amazon Instant Video, iTunes"
tt0060196,"The Good, the Bad and the Ugly","Amazon Instant Video, iTunes, Google Play"
tt1504320,The King's Speech,"Amazon Instant Video, Google Play, iTunes"
tt0056732,The Exterminating Angel,"iTunes, Google Play, Amazon Instant Video"
tt0055630,Yojimbo,"iTunes, Amazon Instant Video"
tt0112870,Dilwale Dulhania Le Jayenge,"Amazon Prime Video, Google Play, iTunes"
tt0113277,Heat,"Amazon Instant Video, iTunes, Google Play"
tt3262342,Loving Vincent,"Amazon Instant Video, Google Play, iTunes"
tt0275277,,
tt0420332,Veer Zaara,"Amazon Prime Video, Google Play, iTunes"
tt1798709,Her,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0031971,Stagecoach,"Amazon Instant Video, iTunes, Amazon Prime Video"
tt0903624,The Hobbit: An Unexpected Journey,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt1655442,The Artist,"Google Play, Amazon Prime Video, Amazon Instant Video"
tt0384116,G.O.R.A.,"Netflix, iTunes"
tt0486655,Stardust,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0185125,All About My Mother,"Google Play, iTunes, Amazon Instant Video"
tt0181865,Traffic,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0118929,Dark City,"Amazon Instant Video, Google Play, iTunes"
tt0095705,The Naked Gun: From the Files of Police Squad!,"iTunes, Google Play, Amazon Instant Video"
tt0061512,Cool Hand Luke,"Amazon Instant Video, iTunes, Google Play"
tt0265666,The Royal Tenenbaums,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video"
tt0058385,My Fair Lady,"Amazon Instant Video, iTunes, Google Play"
tt3398268,When Marnie Was There,"Google Play, Netflix, iTunes, Amazon Instant Video"
tt0057565,High and Low,"iTunes, Amazon Instant Video"
tt0283509,No Man's Land,"iTunes, Amazon Instant Video"
tt0053604,The Apartment,"iTunes, Google Play, Amazon Instant Video"
tt0381061,Casino Royale,"Amazon Instant Video, Google Play, iTunes, Netflix"
tt0010323,The Cabinet of Dr. Caligari,"Amazon Instant Video, Google Play, iTunes"
tt0026138,Bride of Frankenstein,"Amazon Instant Video, Google Play, iTunes"
tt1028532,Hachi: A Dog's Tale,"iTunes, Google Play, Amazon Instant Video"
tt0120731,The Legend of 1900,Amazon Instant Video
tt0061722,The Graduate,"Google Play, iTunes, Amazon Instant Video, Amazon Prime Video"
tt0012349,The Kid,"iTunes, Amazon Instant Video"
tt1070874,The Trial of the Chicago 7,Netflix
tt1663202,The Revenant,"iTunes, Google Play, Amazon Instant Video"
tt1877832,X-Men: Days of Future Past,"Amazon Instant Video, iTunes, Disney+, Google Play"
tt0993846,The Wolf of Wall Street,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video"
tt0476735,,
tt0089853,The Purple Rose of Cairo,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0104940,The Muppet Christmas Carol,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt0477348,No Country for Old Men,"Amazon Instant Video, Google Play, iTunes"
tt0120265,,
tt0096163,The Vanishing,"iTunes, Amazon Instant Video"
tt2283748,OMG: Oh My God!,"Netflix, Amazon Instant Video, Google Play, iTunes"
tt5362988,Wind River,"Amazon Instant Video, Google Play, iTunes"
tt0878804,The Blind Side,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0338309,Evil,"Amazon Prime Video, Amazon Instant Video"
tt0036342,Shadow of a Doubt,"Amazon Instant Video, iTunes, Google Play"
tt0091167,Hannah and Her Sisters,"Google Play, Amazon Instant Video, iTunes"
tt0040897,The Treasure of the Sierra Madre,"Amazon Instant Video, Google Play, iTunes"
tt0020629,,
tt1360860,About Elly,Google Play
tt0108037,The Sandlot Kids,"iTunes, Google Play, Amazon Instant Video, Disney+"
tt2013293,The Wind Rises,"iTunes, Amazon Instant Video, Google Play"
tt0120863,The Thin Red Line,"Amazon Instant Video, iTunes, Google Play, Amazon Prime Video"
tt0167404,The Sixth Sense,"Amazon Instant Video, iTunes, Google Play"
tt0139654,Training Day,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0083658,Blade Runner,"Amazon Instant Video, iTunes, Google Play"
tt0498380,Letters from Iwo Jima,"Amazon Instant Video, Google Play, iTunes"
tt0070735,The Sting,"iTunes, Google Play, Amazon Instant Video"
tt1125849,The Wrestler,"Google Play, Amazon Instant Video, iTunes"
tt0024216,King Kong,"iTunes, Google Play, Amazon Instant Video"
tt3901826,The Breadwinner,"iTunes, Google Play, Amazon Instant Video"
tt1190539,The Chaser,"Google Play, iTunes"
tt0049730,The Searchers,"iTunes, Google Play, Amazon Instant Video"
tt0097123,,
tt1646971,How to Train Your Dragon 2,"Amazon Instant Video, Google Play, iTunes"
tt0101410,Barton Fink,"Amazon Instant Video, Google Play, iTunes"
tt0043014,Sunset Blvd.,"Amazon Instant Video, Google Play, iTunes"
tt0113568,Ghost in the Shell,"Google Play, Amazon Instant Video, iTunes"
tt5363618,,
tt0035446,,
tt2377938,Special Chabbis,"Google Play, Netflix, iTunes, Amazon Instant Video"
tt0293715,,
tt4034228,Manchester by the Sea,Amazon Prime Video
tt3169706,Pride,"Google Play, iTunes, Amazon Instant Video, Amazon Prime Video"
tt0315733,21 Grams,"iTunes, Amazon Instant Video, Google Play, Amazon Prime Video"
tt0070666,Serpico,"iTunes, Google Play, Amazon Instant Video"
tt0424205,Joyeux Noel,"Amazon Instant Video, Google Play, iTunes"
tt0022100,M,"Amazon Instant Video, iTunes"
tt0071562,The Godfather: Part II,"iTunes, Google Play, Amazon Instant Video"
tt1171701,,
tt0120382,The Truman Show,"iTunes, Google Play, Amazon Instant Video"
tt0067992,Willy Wonka & the Chocolate Factory,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt0051459,Cat on a Hot Tin Roof,"Amazon Instant Video, iTunes, Google Play"
tt0095647,Mississippi Burning,iTunes
