id,rating,genres,countries,runtime,title,poster,original_language,overview,release_year,streaming_services
tt0028950,79.5,"Drama, History, War",France,114,Grand Illusion,https://image.tmdb.org/t/p/original/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,fr,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",1937,"iTunes, Google Play, Amazon Instant Video"
tt0097216,78.0,Drama,United States,120,Do the Right Thing,https://image.tmdb.org/t/p/original/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg,en,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",1989,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video"
tt0119250,76.5,"Crime, Drama",Japan,103,Fireworks,https://image.tmdb.org/t/p/original/kODRulaJ71pSQF5TcfuCIFUKTn.jpg,ja,"Detective Nishi is relieved from a stakeout to visit his sick wife in hospital. He is informed that she is terminally ill, and is advised to take her home. During his visit, a suspect shoots one detective dead and leaves Nishi's partner, Horibe, paralyzed. Nishi leaves the police force to spend time with his wife at home, and must find a way to pay off his debts to the yakuza.",1997,"iTunes, Google Play, Amazon Instant Video"
tt1639426,76.5,Drama,India,138,Udaan,https://image.tmdb.org/t/p/original/8dQmrGk0WRPiCwiiGdIxnY5s8Pc.jpg,hi,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2010,Netflix
tt0401383,78.0,"Drama, History, 1","France, United States",112,The Diving Bell and the Butterfly,https://image.tmdb.org/t/p/original/3MJUo4bCPai5r9zrw7nTS8sVzQ7.jpg,fr,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",2007,"Amazon Instant Video, Google Play, iTunes"
tt0071315,80.5,"Crime, Drama, Mystery, Thriller",United States,130,Chinatown,https://image.tmdb.org/t/p/original/7ljxmU9L0ugUvyyg0GBkFaarjEq.jpg,en,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",1974,"iTunes, Amazon Instant Video, Google Play, HBO Max"
tt4302938,76.5,"Animation, Adventure, Family, Action",United States,102,Kubo and the Two Strings,https://image.tmdb.org/t/p/original/aZJ6KK1Wt7YB4dgZ0qlpaX3PwNV.jpg,en,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",2016,"iTunes, Google Play, Amazon Instant Video"
tt0046359,78.5,"Comedy, Thriller, War",United States,120,Stalag 17,https://image.tmdb.org/t/p/original/lfve9FDKjT7JPbWI9NCs5340F79.jpg,en,"It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.",1953,"Amazon Instant Video, iTunes, Google Play"
tt1727824,79.5,"Music, Drama, History, 1","United Kingdom, United States",135,Bohemian Rhapsody,https://image.tmdb.org/t/p/original/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",2018,"Google Play, Amazon Instant Video, iTunes, Hulu, Netflix"
tt10272386,81.5,"Drama, Mystery","France, United Kingdom, United States",97,The Father,https://image.tmdb.org/t/p/original/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,en,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020,"iTunes, Amazon Instant Video, Google Play, Starz"
tt0042208,76.5,"Crime, Drama, 2",United States,112,The Asphalt Jungle,https://image.tmdb.org/t/p/original/8xsUnT0P2fJWQv9jGDhs3i9Zx2l.jpg,en,"Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",1950,"iTunes, Google Play, Amazon Instant Video"
tt0036775,82.0,"Crime, Drama, Mystery, Thriller, 2",United States,107,Double Indemnity,https://image.tmdb.org/t/p/original/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,en,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",1944,"iTunes, Google Play, Amazon Instant Video"
tt0401792,77.0,"Thriller, Action, Crime",United States,124,Sin City,https://image.tmdb.org/t/p/original/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",2005,"iTunes, Amazon Instant Video, Google Play, HBO Max"
tt10872600,81.5,"Action, Adventure, Science Fiction, Fantasy",United States,148,Spider-Man: No Way Home,https://image.tmdb.org/t/p/original/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021,"Amazon Instant Video, Google Play, iTunes, Starz"
tt0106469,79.5,"Crime, Action, Drama, Thriller",United States,190,Bound by Honor,https://image.tmdb.org/t/p/original/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg,en,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",1993,
tt8503618,83.5,"History, Drama, 1",United States,160,Hamilton,https://image.tmdb.org/t/p/original/h1B7tW0t399VDjAcWJh8m87469b.jpg,en,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",2020,Disney+
tt0063522,79.0,"Drama, Horror, Thriller",United States,138,Rosemary's Baby,https://image.tmdb.org/t/p/original/s8pdaHjxNPLXIA1WjSTWm00RJTz.jpg,en,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",1968,"iTunes, Google Play, Amazon Instant Video, Paramount+, Showtime"
tt3544112,79.0,"Comedy, Romance, Drama, Music","United States, United Kingdom, Ireland",106,Sing Street,https://image.tmdb.org/t/p/original/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,en,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,2016,"iTunes, Google Play, Amazon Instant Video"
tt0045555,77.5,"Crime, Drama, Thriller, 2",United States,89,The Big Heat,https://image.tmdb.org/t/p/original/n1xdAX2g6PU3aqQXmZtY9gXvvEz.jpg,en,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,1953,"Amazon Instant Video, iTunes, Google Play"
tt1010048,78.5,"Drama, Romance, Crime","France, United Kingdom, United States",120,Slumdog Millionaire,https://image.tmdb.org/t/p/original/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,en,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",2008,"Google Play, Amazon Instant Video, iTunes, HBO Max"
tt1187043,81.5,"Drama, Comedy",India,170,3 Idiots,https://image.tmdb.org/t/p/original/66A9MqXOyVFCssoloscw79z8Tew.jpg,hi,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",2009,"Google Play, iTunes, Netflix, Amazon Instant Video"
tt0120737,85.5,"Adventure, Fantasy, Action","New Zealand, United States",179,The Lord of the Rings: The Fellowship of the Ring,https://image.tmdb.org/t/p/original/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001,"iTunes, Google Play, Amazon Prime Video, Amazon Instant Video, HBO Max"
tt3748528,76.0,"Action, Adventure, Science Fiction",United States,133,Rogue One: A Star Wars Story,https://image.tmdb.org/t/p/original/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,en,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,2016,"Disney+, Amazon Instant Video, Google Play, iTunes"
tt0783233,77.0,"Drama, Romance, Mystery","United Kingdom, France, United States",123,Atonement,https://image.tmdb.org/t/p/original/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,en,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2007,"Google Play, Amazon Instant Video, iTunes, HBO Max"
tt0093058,82.0,"Drama, War","United Kingdom, United States",117,Full Metal Jacket,https://image.tmdb.org/t/p/original/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,en,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,"Amazon Instant Video, Google Play, iTunes, HBO Max"
tt0286244,75.0,"Animation, Comedy, Drama, Family","Belgium, Canada, France, Latvia, United Kingdom",80,The Triplets of Belleville,https://image.tmdb.org/t/p/original/flHYQswYEIvBL2QsQLEJJzTJDyS.jpg,fr,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters—an aged song-and-dance team from the days of Fred Astaire—to rescue him.",2003,"Amazon Instant Video, Google Play, iTunes"
tt0325710,76.5,"Drama, Action, War","Japan, United States, New Zealand",154,The Last Samurai,https://image.tmdb.org/t/p/original/lsasOSgYI85EHygtT5SvcxtZVYT.jpg,en,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",2003,"iTunes, Google Play, Amazon Instant Video, Netflix"
tt1954470,76.5,"Action, Thriller, Crime",India,160,Gangs of Wasseypur - Part 1,https://image.tmdb.org/t/p/original/yd7ltAY4j2tRrLAFpVVqh9EhahC.jpg,hi,"Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast, Shahid becomes a worker at Ramadhir Singh's colliery, only to spur a revenge battle that passes on to generations. At the turn of the decade, Shahid's son, the philandering Sardar Khan vows to get his father's honor back, becoming the most feared man of Wasseypur.",2012,"Amazon Instant Video, Google Play, iTunes, Mubi"
tt0087332,76.0,"Comedy, Fantasy, Action",United States,107,Ghostbusters,https://image.tmdb.org/t/p/original/di9t2YVpWDKuUtYkrm10yVld50x.jpg,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",1984,"Amazon Instant Video, iTunes, Google Play"
tt0045152,82.0,"Comedy, Music, Romance, Drama, 4",United States,103,Singin' in the Rain,https://image.tmdb.org/t/p/original/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg,en,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",1952,"Amazon Instant Video, iTunes, Google Play, HBO Max"
tt0046912,81.0,"Crime, Thriller",United States,105,Dial M for Murder,https://image.tmdb.org/t/p/original/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,en,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",1954,"iTunes, Google Play, Amazon Instant Video"
tt0308644,75.0,"Drama, 1, Family","United Kingdom, United States",106,Finding Neverland,https://image.tmdb.org/t/p/original/5JyDPH4qdr0I6pF7Bjh1Qrf1Jhh.jpg,en,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",2004,"Amazon Instant Video, iTunes, Google Play, Paramount+, Showtime"
tt0119698,83.5,"Adventure, Fantasy, Animation, Action",Japan,134,Princess Mononoke,https://image.tmdb.org/t/p/original/cMYCDADoLKLbB83g4WnJegaZimC.jpg,ja,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997,"Amazon Instant Video, Google Play, iTunes, Netflix, HBO Max"
tt0263438,77.0,"Family, Drama, Comedy, Adventure, Thriller",Turkey,107,Everything's Gonna Be Great,https://image.tmdb.org/t/p/original/hHuxySsdTsYfp9ePGeYTmq4YvM1.jpg,tr,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan tried to double-cross. Along the way, the brother who are compete opposites finally bond.",1998,
tt3841424,78.0,"War, Drama, History","Germany, Denmark",100,Land of Mine,https://image.tmdb.org/t/p/original/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg,da,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands, crawling around in the sand, the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.",2015,"Google Play, Amazon Instant Video, iTunes"
tt1182345,76.5,"Science Fiction, Drama, Mystery","United Kingdom, United States",97,Moon,https://image.tmdb.org/t/p/original/cJ6JnuLwCNbiAAOBuHDjRTP7bQJ.jpg,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",2009,"iTunes, Google Play, Amazon Instant Video, HBO Max"
tt0338564,79.0,"Drama, Action, Thriller, Crime, Mystery",Hong Kong,101,Infernal Affairs,https://image.tmdb.org/t/p/original/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,cn,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",2002,iTunes
tt0099785,75.0,"Comedy, Family",United States,103,Home Alone,https://image.tmdb.org/t/p/original/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",1990,"Amazon Instant Video, iTunes, Google Play, Disney+"
tt0112579,76.0,"Drama, Romance",United States,135,The Bridges of Madison County,https://image.tmdb.org/t/p/original/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,en,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,1995,"Amazon Instant Video, iTunes, Google Play, Netflix"
tt0421715,76.5,"Drama, Fantasy, Romance",United States,166,The Curious Case of Benjamin Button,https://image.tmdb.org/t/p/original/9H2awZmNisMVJGp362Stv0bfUTs.jpg,en,"I was born under unusual circumstances. And so begins The Curious Case of Benjamin Button, adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans, from the end of World War I in 1918 into the 21st century, following his journey that is as unusual as any man's life can be. Benjamin Button, is a grand tale of a not-so-ordinary man and the people and places he discovers along the way, the loves he finds, the joys of life and the sadness of death, and what lasts beyond time.",2008,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video, Paramount+, Showtime"
tt7060344,79.5,"Action, Thriller, Crime, Mystery",India,170,Ratsasan,https://image.tmdb.org/t/p/original/mruUFlrVKiL994y3vvQBT8R2Vnf.jpg,ta,"A serial killer is murdering school girls, and a newbie cop has to track him down before the victim count increases.",2018,"Google Play, iTunes, Amazon Prime Video, Amazon Instant Video"
tt0054997,78.5,"Drama, Romance, 5",United States,134,The Hustler,https://image.tmdb.org/t/p/original/bUZiJFrC1Zp3zXHmOpR7gxR5VKy.jpg,en,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,1961,"Google Play, Amazon Instant Video, iTunes"
tt0101640,80.0,"Drama, History","China, Hong Kong, Taiwan, Province of China",125,Raise the Red Lantern,https://image.tmdb.org/t/p/original/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg,zh,"China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand.",1991,Amazon Instant Video
tt0094226,78.0,"Crime, Drama, History, Thriller",United States,119,The Untouchables,https://image.tmdb.org/t/p/original/8BquGK22zCcsmBWiaIakaaPpSZb.jpg,en,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",1987,"Amazon Instant Video, iTunes, Google Play, HBO Max"
tt0015648,77.5,"Drama, History, Thriller",,75,Battleship Potemkin,https://image.tmdb.org/t/p/original/tjnaRiHUsxBADaOwrQpnTnjHVwi.jpg,ru,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",1925,"Amazon Instant Video, iTunes, HBO Max"
tt0373074,75.0,"Action, Comedy, Crime, Fantasy","Hong Kong, United States",99,Kung Fu Hustle,https://image.tmdb.org/t/p/original/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,cn,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",2004,"iTunes, Google Play, Amazon Instant Video, Hulu, Netflix"
tt1291584,80.0,"Drama, Action, 5",United States,140,Warrior,https://image.tmdb.org/t/p/original/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,en,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",2011,"iTunes, Amazon Instant Video, Google Play, Netflix, HBO Max"
tt7653254,78.0,Drama,United Kingdom,137,Marriage Story,https://image.tmdb.org/t/p/original/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,en,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",2019,Netflix
tt0049833,78.0,"Drama, History, Adventure, Family",United States,220,The Ten Commandments,https://image.tmdb.org/t/p/original/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,en,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",1956,"Amazon Instant Video, iTunes, Google Play"
tt0824747,77.0,"Crime, Drama, Mystery, 1",United States,141,Changeling,https://image.tmdb.org/t/p/original/dsCAryPlgLlpZu80hhLTwQHRIpU.jpg,en,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",2008,"iTunes, Google Play, Amazon Instant Video, Starz"
tt0030341,76.5,"Mystery, Thriller, Comedy",United Kingdom,96,The Lady Vanishes,https://image.tmdb.org/t/p/original/c1t9LB76LvEARPanfEzXmkm7fwY.jpg,en,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",1938,"iTunes, Amazon Instant Video, HBO Max"
tt0048473,81.5,Drama,India,125,Pather Panchali,https://image.tmdb.org/t/p/original/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,bn,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",1955,"iTunes, Google Play, Amazon Instant Video"
tt2140203,81.5,"Animation, Drama, Family, Fantasy",Japan,117,Wolf Children,https://image.tmdb.org/t/p/original/vHMvBkr42Gh3OORcnmfCFfqJ1E.jpg,ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",2012,
tt0031679,80.0,"Comedy, Drama",United States,129,Mr. Smith Goes to Washington,https://image.tmdb.org/t/p/original/nDjg1fbNyq15excNDl3acd2IqAk.jpg,en,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",1939,"Google Play, iTunes, Amazon Instant Video"
tt0052357,82.5,"Mystery, Romance, Thriller",United States,128,Vertigo,https://image.tmdb.org/t/p/original/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,en,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",1958,"Google Play, iTunes, Amazon Instant Video"
tt5726616,79.5,"Romance, Drama","Brazil, France, Italy, United States",132,Call Me by Your Name,https://image.tmdb.org/t/p/original/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,en,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",2017,"nan, HBO Max"
tt0095765,84.5,"Drama, Romance","France, Italy",124,Cinema Paradiso,https://image.tmdb.org/t/p/original/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,it,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988,"iTunes, Amazon Instant Video"
tt0065531,77.5,"Thriller, Crime","France, Italy",140,Le Cercle Rouge,https://image.tmdb.org/t/p/original/w56La43IJnGpLepgqfGCAZsbQPp.jpg,fr,"When French criminal Corey gets released from prison, he resolves to never return. He is quickly pulled back into the underworld, however, after a chance encounter with escaped murderer Vogel. Along with former policeman and current alcoholic Jansen, they plot an intricate jewel heist. All the while, quirky Police Commissioner Mattei, who was the one to lose custody of Vogel, is determined to find him.",1970,"Amazon Instant Video, Google Play, iTunes"
tt0048424,79.5,"Crime, Drama, Thriller, 2",United States,93,The Night of the Hunter,https://image.tmdb.org/t/p/original/rBka0nFWiHxabHRLr0KfIA8Yiaq.jpg,en,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",1955,"iTunes, Google Play, Amazon Instant Video"
tt2562232,75.5,"Drama, Comedy",United States,120,Birdman or (The Unexpected Virtue of Ignorance),https://image.tmdb.org/t/p/original/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,en,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",2014,"iTunes, Google Play, Amazon Instant Video"
tt0876563,76.5,"Animation, Fantasy, Family, Adventure",Japan,100,Ponyo,https://image.tmdb.org/t/p/original/yp8vEZflGynlEylxEesbYasc06i.jpg,ja,"The son of a sailor, 5-year-old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.",2008,"iTunes, Google Play, Amazon Instant Video, HBO Max"
tt0268126,75.0,"Comedy, Crime, Drama",United States,115,Adaptation.,https://image.tmdb.org/t/p/original/qP4LbKYVRWw5j1n55sSjvvgmedM.jpg,en,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",2002,"Amazon Instant Video, Google Play, iTunes, Hulu, Netflix, HBO Max"
tt4016934,81.5,"Thriller, Drama, Romance","Korea, Republic of",145,The Handmaiden,https://image.tmdb.org/t/p/original/ic4s9k48semzBCUrbglyCmnGaHJ.jpg,ko,"In 1930s Korea, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler, who is posing as a Japanese Count, to help him seduce the Lady and steal her fortune.",2016,Amazon Prime Video
tt0378194,79.0,"Action, Crime, Thriller",United States,136,Kill Bill: Vol. 2,https://image.tmdb.org/t/p/original/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",2004,"nan, Paramount+, Showtime"
tt0053291,81.5,"Comedy, Music, Romance, Crime",United States,122,Some Like It Hot,https://image.tmdb.org/t/p/original/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,en,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",1959,"iTunes, Google Play, Amazon Instant Video"
