id,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type
tt1302006,The Irishman,2019,18+,98/100,1,0,0,0,0
tt5074352,Dangal,2016,7+,97/100,1,0,0,0,0
tt11989890,David Attenborough: A Life on Our Planet,2020,7+,95/100,1,0,0,0,0
tt7131622,Lagaan: Once Upon a Time in India,2001,7+,94/100,1,0,0,0,0
tt6155172,Roma,2018,18+,94/100,1,0,0,0,0
tt3846674,To All the Boys I've Loved Before,2018,13+,94/100,1,0,0,0,0
tt11464826,The Social Dilemma,2020,13+,93/100,1,0,0,0,0
tt3967856,Okja,2017,13+,92/100,1,0,0,0,0
tt6412452,The Ballad of Buster Scruggs,2018,16+,92/100,1,0,0,0,0
tt1070874,The Trial of the Chicago 7,2020,18+,92/100,1,0,0,0,0
tt10324144,Article 15,2019,18+,92/100,1,0,0,0,0
tt0059399,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,18+,92/100,1,0,0,0,0
tt8526872,Dolemite Is My Name,2019,18+,92/100,1,0,0,0,0
tt2396589,Mudbound,2017,18+,91/100,1,0,0,0,0
tt0367110,Swades,2004,all,91/100,1,0,0,0,0
tt9412098,Fyre,2019,18+,91/100,1,0,0,0,0
tt11388580,Miss Americana,2020,18+,90/100,1,0,0,0,0
tt3455224,Virunga,2014,16+,90/100,1,0,0,0,0
tt11649338,Black Friday,2004,18+,90/100,1,0,0,0,0
tt4934950,Talvar,2015,7+,90/100,1,0,0,0,0
tt8093700,The King,2019,18+,90/100,1,0,0,0,0
tt8271714,John Mulaney: Kid Gorgeous at Radio City,2018,18+,89/100,1,0,0,0,0
tt6292852,I Am Mother,2019,13+,89/100,1,0,0,0,0
tt10915286,Tell Me Who I Am,2019,18+,89/100,1,0,0,0,0
tt0407887,The Departed,2006,18+,89/100,1,0,0,0,0
tt4908644,Winter on Fire: Ukraine's Fight for Freedom,2015,16+,89/100,1,0,0,0,0
tt0103064,Terminator 2: Judgment Day,1991,18+,89/100,1,0,0,0,0
tt9806192,I Lost My Body,2019,18+,89/100,1,0,0,0,0
tt1853728,Django Unchained,2012,18+,89/100,1,0,0,0,0
tt9683478,The Half of It,2020,13+,89/100,1,0,0,0,0
tt7533152,The Boy Who Harnessed the Wind,2019,7+,89/100,1,0,0,0,0
tt7395114,The Devil All the Time,2020,18+,89/100,1,0,0,0,0
tt2452386,The Fundamentals of Caring,2016,18+,89/100,1,0,0,0,0
tt11161474,Pieces of a Woman,2020,18+,88/100,1,0,0,0,0
tt3748172,Gerald's Game,2017,18+,88/100,1,0,0,0,0
tt5607714,On Body and Soul,2017,,88/100,1,0,0,0,0
tt1130884,Shutter Island,2010,18+,88/100,1,0,0,0,0
tt7374948,Always Be My Maybe,2019,13+,88/100,1,0,0,0,0
tt1675434,The Intouchables,2011,7+,88/100,1,0,0,0,0
tt10847306,Bill Burr: Paper Tiger,2019,18+,87/100,1,0,0,0,0
tt2377938,Special 26,2013,,87/100,1,0,0,0,0
tt8618654,Kiss the Ground,2020,18+,87/100,1,0,0,0,0
tt8923484,Crip Camp: A Disability Revolution,2020,18+,87/100,1,0,0,0,0
tt8936646,Extraction,2020,18+,87/100,1,0,0,0,0
tt2550300,No Direction Home: Bob Dylan,2005,all,87/100,1,0,0,0,0
tt0248126,Kabhi Khushi Kabhie Gham,2001,all,87/100,1,0,0,0,0
tt8508734,His House,2020,16+,87/100,1,0,0,0,0
tt7019942,Super Deluxe,2019,18+,87/100,1,0,0,0,0
tt1289403,The Guernsey Literary & Potato Peel Pie Society,2018,16+,87/100,1,0,0,0,0
tt3260524,A Secret Love,2020,18+,87/100,1,0,0,0,0
tt6116856,The Night Comes for Us,2018,18+,87/100,1,0,0,0,0
tt0118715,The Big Lebowski,1998,18+,87/100,1,0,0,0,0
tt7218518,Pad Man,2018,13+,87/100,1,0,0,0,0
tt9351980,American Factory,2019,13+,86/100,1,0,0,0,0
tt2737304,Bird Box,2018,18+,86/100,1,0,0,0,0
tt0253474,The Pianist,2002,18+,86/100,1,0,0,0,0
tt1187043,3 Idiots,2009,13+,86/100,1,0,0,0,0
tt4562518,The Distinguished Citizen,2016,,86/100,1,0,0,0,0
tt6193408,A Shaun the Sheep Movie: Farmageddon,2019,all,86/100,1,0,0,0,0
tt0066921,A Clockwork Orange,1971,18+,86/100,1,0,0,0,0
tt1536537,What Happened to Monday,2017,18+,86/100,1,0,0,0,0
tt5087554,Anthony Jeselnik: Thoughts and Prayers,2015,18+,86/100,1,0,0,0,0
tt6073176,The White Helmets,2016,16+,86/100,1,0,0,0,0
tt6739094,Invader ZIM: Enter the Florpus,2019,7+,86/100,1,0,0,0,0
tt6752992,Happy as Lazzaro,2018,13+,85/100,1,0,0,0,0
tt6333054,Chasing Coral,2017,,85/100,1,0,0,0,0
tt0347304,Kal Ho Naa Ho,2003,all,85/100,1,0,0,0,0
tt0457430,Pan's Labyrinth,2006,18+,85/100,1,0,0,0,0
tt5598216,Team Foxcatcher,2016,16+,85/100,1,0,0,0,0
tt5536736,The Meyerowitz Stories (New and Selected),2017,18+,85/100,1,0,0,0,0
tt0381061,Casino Royale,2006,13+,85/100,1,0,0,0,0
tt3460252,The Hateful Eight,2015,18+,85/100,1,0,0,0,0
tt1979320,Rush,2013,18+,84/100,1,0,0,0,0
tt1156398,Zombieland,2009,18+,84/100,1,0,0,0,0
tt8580274,Eurovision Song Contest: The Story of Fire Saga,2020,13+,84/100,1,0,0,0,0
tt4900716,Kapoor & Sons,2016,13+,84/100,1,0,0,0,0
tt7772580,The Perfection,2018,18+,84/100,1,0,0,0,0
tt10810424,Dave Chappelle: Sticks & Stones,2019,18+,84/100,1,0,0,0,0
tt0469494,There Will Be Blood,2007,18+,84/100,1,0,0,0,0
tt0405159,Million Dollar Baby,2004,13+,84/100,1,0,0,0,0
tt1285016,The Social Network,2010,13+,84/100,1,1,0,0,0
tt2990140,The Christmas Chronicles,2018,7+,84/100,1,0,0,0,0
tt0071853,Monty Python and the Holy Grail,1975,7+,84/100,1,0,0,0,0
tt1059955,The Pixar Story,2007,all,84/100,1,0,0,0,0
tt10514222,Ma Rainey's Black Bottom,2020,18+,84/100,1,0,0,0,0
tt6218358,Calibre,2018,18+,84/100,1,0,0,0,0
tt1045658,Silver Linings Playbook,2012,18+,84/100,1,0,0,0,0
tt7488208,Over the Moon,2020,7+,84/100,1,0,0,0,0
tt4284010,"What Happened, Miss Simone?",2015,,84/100,1,0,0,0,0
tt2872718,Nightcrawler,2014,18+,84/100,1,0,0,0,0
tt6214928,1922,2017,18+,84/100,1,0,0,0,0
tt8041276,Paddleton,2019,18+,84/100,1,0,0,0,0
tt3860916,Cargo,2017,,84/100,1,0,0,0,0
tt0095953,Rain Man,1988,18+,83/100,1,0,0,0,0
tt7320560,Cuba and the Cameraman,2017,,83/100,1,0,0,0,0
tt5638642,The Ritual,2017,18+,83/100,1,0,0,0,0
tt9506474,The Hater,2020,18+,83/100,1,0,0,0,0
tt6016744,The Edge of Democracy,2019,16+,83/100,1,0,0,0,0
tt7280898,22-jul,2018,18+,83/100,1,0,0,0,0
,Adam Sandler: 100% Fresh,2018,18+,83/100,1,0,0,0,0
tt0499375,Guru,2007,13+,83/100,1,0,0,0,0
tt6792282,A Twelve-Year Night,2018,18+,83/100,1,0,0,0,0
tt4878482,Dumplin',2018,13+,83/100,1,0,0,0,0
tt1457767,The Conjuring,2013,18+,83/100,1,0,0,0,0
tt7653254,Marriage Story,2019,18+,83/100,1,0,0,0,0
tt12888462,My Octopus Teacher,2020,all,83/100,1,0,0,0,0
tt2194499,About Time,2013,13+,83/100,1,0,0,0,0
tt5257726,Hey Arnold! The Jungle Movie,2017,7+,83/100,1,1,0,0,0
tt0441773,Kung Fu Panda,2008,7+,83/100,1,0,0,0,0
tt0829482,Superbad,2007,18+,83/100,1,0,0,0,0
tt4857264,The Invisible Guest,2016,18+,83/100,1,0,0,0,0
tt0071315,Chinatown,1974,18+,82/100,1,0,0,0,0
tt0327056,Mystic River,2003,18+,82/100,1,0,0,0,0
tt2980516,The Theory of Everything,2014,13+,82/100,1,0,0,0,0
tt8716334,Springsteen On Broadway,2018,,82/100,1,0,0,0,0
tt10627584,The Life Ahead,2020,13+,82/100,1,0,0,0,0
tt0362227,The Terminal,2004,13+,82/100,1,0,1,0,0
tt0446029,Scott Pilgrim vs. the World,2010,13+,82/100,1,0,0,0,0
tt1787660,Being Elmo: A Puppeteer's Journey,2011,7+,82/100,1,0,0,0,0
tt0079470,Life of Brian,1979,18+,82/100,1,0,0,0,0
tt4610378,The Resistance Banker,2018,18+,82/100,1,0,0,0,0
tt1646971,How to Train Your Dragon 2,2014,7+,82/100,1,0,0,0,0
tt7937168,The Endless Trench,2019,,82/100,1,0,0,0,0
tt1422032,Even the Rain,2010,,82/100,1,0,0,0,0
tt0314331,Love Actually,2003,18+,82/100,1,0,0,0,0
tt8443704,Dear Ex,2018,18+,82/100,1,0,0,0,0
tt5001754,Braven,2018,18+,82/100,1,0,0,0,0
tt6939026,Period. End of Sentence.,2018,,82/100,1,0,0,0,0
tt3553976,Captain Fantastic,2016,18+,82/100,1,0,0,0,0
tt0412253,Veronica,2017,18+,81/100,1,0,0,0,0
tt3922798,The Siege of Jadotville,2016,,81/100,1,0,0,0,0
tt4846318,Into the Inferno,2016,,81/100,1,0,0,0,0
tt7830574,Ricky Gervais: Humanity,2018,18+,81/100,1,0,0,0,0
tt11958344,A Whisker Away,2020,7+,81/100,1,0,0,0,0
tt4925292,Lady Bird,2017,18+,81/100,1,0,0,0,0
tt0257044,Road to Perdition,2002,18+,81/100,1,0,0,0,0
tt0118749,Boogie Nights,1997,18+,81/100,1,0,0,0,0
tt0100802,Total Recall,1990,16+,81/100,1,0,0,0,0
tt14544192,Bo Burnham: Inside,2021,18+,81/100,1,0,0,0,0
tt6156584,Snowpiercer,2013,18+,81/100,1,0,0,0,0
tt8727582,Circus of Books,2019,,81/100,1,0,0,0,0
tt1639084,Tallulah,2016,,81/100,1,0,0,0,0
tt3065204,The Conjuring 2,2016,18+,81/100,1,0,0,0,0
tt6893836,They'll Love Me When I'm Dead,2018,18+,81/100,1,0,0,0,0
tt4550098,Nocturnal Animals,2016,18+,81/100,1,0,0,0,0
tt6714534,Get Me Roger Stone,2017,16+,81/100,1,0,0,0,0
tt1028532,Hachi: A Dog's Tale,2009,all,81/100,1,0,0,0,0
tt0099348,Dances with Wolves,1990,13+,80/100,1,0,0,0,0
tt4434004,Udta Punjab,2016,18+,80/100,1,0,0,0,0
tt6967980,Bareilly's Barfi,2017,,80/100,1,0,0,0,0
tt4730986,Divines,2016,,80/100,1,0,0,0,0
tt7252000,Maktub,2017,7+,80/100,1,0,0,0,0
tt6692354,Ittefaq,2017,7+,80/100,1,0,0,0,0
tt8465676,Hannah Gadsby: Nanette,2018,18+,80/100,1,0,0,0,0
tt7410684,Ali Wong: Hard Knock Wife,2018,18+,80/100,1,0,0,0,0
tt0814314,Seven Pounds,2008,13+,80/100,1,0,1,0,0
tt5727208,Uncut Gems,2019,18+,80/100,1,0,0,0,0
tt6952960,The Kindergarten Teacher,2018,18+,80/100,1,0,0,0,0
tt1707386,Les Misérables,2012,13+,80/100,1,0,1,0,0
tt8902990,The Sky Is Pink,2019,,80/100,1,0,0,0,0
tt0092455,Next Gen,2018,7+,80/100,1,0,0,0,0
tt7379330,Tom Segura: Disgraceful,2018,13+,80/100,1,0,0,0,0
tt5791536,My Happy Family,2017,,80/100,1,0,0,0,0
tt8106160,The American Meme,2018,,80/100,1,0,0,0,0
tt8130968,Badla,2019,7+,80/100,1,0,0,0,0
tt8328740,Okko's Inn,2018,7+,80/100,1,0,0,0,0
tt5206260,The Willoughbys,2020,7+,80/100,1,0,0,0,0
tt4698684,Hunt for the Wilderpeople,2016,13+,80/100,1,1,0,0,0
tt0486655,Stardust,2007,13+,79/100,1,0,0,0,0
tt5723286,Wheelman,2017,18+,79/100,1,0,0,0,0
tt1655442,The Artist,2011,13+,79/100,1,1,0,0,0
tt7121252,On My Skin,2018,18+,79/100,1,0,0,0,0
tt7291268,Gaga: Five Foot Two,2017,18+,79/100,1,0,0,0,0
tt0970179,Hugo,2011,7+,79/100,1,0,0,0,0
tt1649419,The Impossible,2012,13+,79/100,1,0,0,0,0
tt2005151,War Dogs,2016,18+,79/100,1,0,0,0,0
tt1220719,Ip Man,2008,18+,79/100,1,0,0,0,0
tt12038300,The Speed Cubers,2020,,79/100,1,0,0,0,0
tt1302011,Kung Fu Panda 2,2011,7+,79/100,1,0,0,0,0
tt0800325,The Dirt,2019,18+,79/100,1,0,0,0,0
tt8108198,Andhadhun,2018,,79/100,1,0,0,0,0
tt10199586,Atlantics,2019,13+,79/100,1,0,0,0,0
tt6156138,37 Seconds,2019,,79/100,1,0,0,0,0
tt9243946,El Camino: A Breaking Bad Movie,2019,18+,79/100,1,0,0,0,0
tt0320691,Underworld,2003,18+,79/100,1,1,1,0,0
tt0120737,The Ring,2002,13+,79/100,1,0,1,0,0
tt5057140,Hold the Dark,2018,,79/100,1,0,0,0,0
tt0087538,The Karate Kid,1984,7+,79/100,1,0,0,0,0
tt0074042,Quincy,2018,18+,79/100,1,0,0,0,0
tt0187393,The Patriot,2000,18+,79/100,1,0,0,0,0
tt8246392,Get In,2019,18+,79/100,1,0,0,0,0
tt9015306,ZZ Top: That Little Ol' Band From Texas,2019,,79/100,1,0,0,0,0
tt7310906,Jerry Before Seinfeld,2017,16+,79/100,1,0,0,0,0
tt11163014,Mike Birbiglia: The New One,2019,,78/100,1,0,0,0,0
tt5323662,A Silent Voice: The Movie,2016,13+,78/100,1,0,0,0,0
tt4729430,Klaus,2019,7+,78/100,1,0,0,0,0
tt3774114,Snowden,2016,18+,78/100,1,0,0,0,0
tt21870580,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,18+,78/100,1,0,0,0,0
tt0108550,What's Eating Gilbert Grape,1993,13+,78/100,1,0,0,0,0
tt0382625,The Da Vinci Code,2006,13+,78/100,1,1,0,0,0
tt0420223,Stranger Than Fiction,2006,13+,78/100,1,0,0,0,0
tt1285241,Don 2,2011,,78/100,1,0,0,0,0
tt1575539,Elena,2013,,78/100,1,0,0,0,0
tt0433035,Real Steel,2011,13+,78/100,1,0,0,0,0
tt4276820,The Founder,2017,13+,78/100,1,0,0,0,0
tt0111282,Stargate,1994,13+,78/100,1,0,0,0,0
tt7472352,Shirkers,2018,,78/100,1,0,0,0,0
tt2883512,Chef,2014,18+,78/100,1,0,0,0,0
tt0106912,Fire in the Blood,2013,,78/100,1,0,0,0,0
tt0118655,Austin Powers: International Man of Mystery,1997,13+,78/100,1,0,0,0,0
tt1305619,Miles Davis: Birth of the Cool,2019,,78/100,1,0,0,0,0
tt1591095,Insidious,2010,13+,78/100,1,0,0,0,0
tt8819596,Screwball,2019,,78/100,1,0,0,0,0
tt7556122,The Old Guard,2020,18+,78/100,1,0,0,0,0
tt1192628,Rango,2011,7+,78/100,1,0,0,0,0
tt3174376,Before I Wake,2016,13+,78/100,1,0,0,0,0
tt3521126,The Disaster Artist,2017,18+,78/100,1,0,0,0,0
tt2334649,Fruitvale Station,2013,18+,77/100,1,0,0,0,0
tt5649144,The Florida Project,2017,18+,77/100,1,0,0,0,0
tt8132700,Behind the Curve,2018,16+,77/100,1,0,0,0,0
tt1212450,Lawless,2012,18+,77/100,1,0,0,0,0
tt5592878,Errementari: The Blacksmith and the Devil,2018,18+,77/100,1,0,0,0,0
tt5278460,Audrie & Daisy,2016,,77/100,1,0,0,0,0
tt0830515,Quantum of Solace,2008,13+,77/100,1,0,0,0,0
tt1560747,The Master,2012,18+,77/100,1,0,0,0,0
tt0375912,Layer Cake,2004,18+,77/100,1,0,0,0,0
tt0817177,Flipped,2010,7+,77/100,1,0,0,0,0
tt8075256,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,16+,77/100,1,0,0,0,0
tt1632708,Friends with Benefits,2011,18+,77/100,1,1,0,0,0
tt3986532,Tig,2015,,77/100,1,0,0,0,0
tt8092888,Roll Red Roll,2019,,77/100,1,0,0,0,0
tt14641788,Enola Holmes,2020,13+,77/100,1,0,0,0,0
tt2338151,PK,2015,13+,77/100,1,0,0,0,0
tt4846232,Good Time,2017,18+,77/100,1,0,0,0,0
tt1458175,The Next Three Days,2010,13+,77/100,1,0,0,0,0
tt10431500,Miracle in Cell No. 7,2019,16+,77/100,1,0,0,0,0
tt0986264,Like Stars on Earth,2007,7+,77/100,1,0,0,0,0
tt10011508,Trixie Mattel: Moving Parts,2019,,77/100,1,0,0,0,0
tt1787988,Talaash,2012,,77/100,1,0,0,0,0
tt0298856,Evelyn,2019,,77/100,1,0,0,0,0
tt0277027,I Am Sam,2001,13+,77/100,1,0,0,0,0
tt8110640,In the Shadow of the Moon,2019,18+,77/100,1,0,0,0,0
tt0169858,Neon Genesis Evangelion: The End of Evangelion,1997,18+,77/100,1,0,0,0,0
tt0397535,Memoirs of a Geisha,2005,13+,76/100,1,0,0,0,0
tt1392190,Mad Max,1979,18+,76/100,1,0,0,0,0
tt9777830,John Leguizamo's Latin History for Morons,2018,7+,76/100,1,0,0,0,0
tt6776106,And Breathe Normally,2018,16+,76/100,1,0,0,0,0
tt5715874,The Killing of a Sacred Deer,2017,18+,76/100,1,0,0,0,0
tt0808151,Angels & Demons,2009,13+,76/100,1,1,0,0,0
tt0114478,Smoke & Mirrors,2016,,76/100,1,0,0,0,0
tt5519340,Bright,2017,18+,76/100,1,0,0,0,0
tt1068680,Yes Man,2008,13+,76/100,1,0,0,0,0
tt1618434,Murder Mystery,2019,13+,76/100,1,0,0,0,0
tt0383216,Pink,2016,,76/100,1,0,0,0,0
tt6704776,The Photographer of Mauthausen,2018,18+,76/100,1,0,0,0,0
tt0095631,Midnight Run,1988,18+,76/100,1,0,0,0,0
tt8176578,Flavors of Youth,2018,13+,76/100,1,0,0,0,0
tt0080761,13th,2016,18+,76/100,1,0,0,0,0
tt0129332,Ravenous,2017,18+,76/100,1,0,0,0,0
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,13+,76/100,1,0,0,0,0
tt0289992,The Life of David Gale,2003,18+,76/100,1,0,0,0,0
tt4991512,Tramps,2016,,76/100,1,0,0,0,0
tt0265208,The Girl Next Door,2004,18+,76/100,1,0,0,0,0
tt8404614,The Two Popes,2019,13+,76/100,1,0,0,0,0
tt7605074,The Wandering Earth,2019,13+,76/100,1,0,0,0,0
tt1024942,Just Another Love Story,2007,,76/100,1,0,0,0,0
tt5862166,Eye for an Eye,2019,18+,76/100,1,0,0,0,0
tt7026230,Patton Oswalt: Annihilation,2017,,76/100,1,0,0,0,0
tt7253506,Joan Didion: The Center Will Not Hold,2017,,76/100,1,0,0,0,0
tt2080374,Steve Jobs,2015,18+,76/100,1,0,0,0,0
tt0103247,White Fang,2018,7+,76/100,1,0,0,1,0
tt3416532,A Monster Calls,2016,13+,76/100,1,0,0,0,0
tt2302755,Olympus Has Fallen,2013,18+,76/100,1,0,0,0,0
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,13+,76/100,1,0,0,0,0
tt8783930,The Time Traveler's Wife,2009,13+,76/100,1,0,0,0,0
tt0473705,State of Play,2009,13+,76/100,1,0,0,0,0
tt0075029,The Outlaw Josey Wales,1976,7+,76/100,1,0,0,0,0
tt0200465,The Bank Job,2008,18+,76/100,1,0,0,0,0
tt4540710,Miss Sloane,2016,18+,76/100,1,0,0,0,0
tt1401152,Unknown,2011,13+,75/100,1,0,0,0,0
tt8106534,6 Underground,2019,18+,75/100,1,0,0,0,0
tt9261218,Uncorked,2020,13+,75/100,1,0,0,0,0
tt8959820,Petta,2019,,75/100,1,0,0,0,0
tt5001772,Justin Timberlake + The Tennessee Kids,2016,,75/100,1,0,0,0,0
tt0058385,My Fair Lady,1964,all,75/100,1,0,0,0,0
tt10883004,"Bikram: Yogi, Guru, Predator",2019,18+,75/100,1,0,0,0,0
tt5566790,A Futile and Stupid Gesture,2018,18+,75/100,1,0,0,0,0
tt3661210,The Dig,2021,13+,75/100,1,0,0,0,0
tt0250494,Legally Blonde,2001,13+,75/100,1,0,0,0,0
tt0089469,Legend,2015,18+,75/100,1,0,0,0,0
tt5117222,Notes on Blindness,2016,,75/100,1,0,0,0,0
tt5783956,When We First Met,2018,16+,75/100,1,0,0,0,0
tt3282712,Best Worst Thing That Ever Could Have Happened...,2016,,75/100,1,0,0,0,0
tt3331028,Imperial Dreams,2014,,75/100,1,0,0,0,0
tt9495224,Black Mirror: Bandersnatch,2018,18+,75/100,1,0,0,0,0
tt14022350,Queen,2013,13+,75/100,1,0,0,0,0
tt6333072,Joshua: Teenager vs. Superpower,2017,16+,75/100,1,0,0,0,0
tt0118571,Air Force One,1997,18+,75/100,1,0,0,0,0
tt4633690,Shot Caller,2017,18+,75/100,1,0,0,0,0
tt0120889,What Dreams May Come,1998,13+,75/100,1,0,0,0,0
tt6189022,Angel Has Fallen,2019,18+,75/100,1,0,0,0,0
tt2554274,Crimson Peak,2015,18+,75/100,1,0,0,0,0
tt4834206,Lemony Snicket's A Series of Unfortunate Events,2004,7+,75/100,1,0,0,0,0
tt4995776,The Red Sea Diving Resort,2019,18+,75/100,1,0,0,0,0
tt5968274,The Angel,2018,18+,75/100,1,0,0,0,0
tt0993840,Army of the Dead,2021,18+,75/100,1,0,0,0,0
tt1277953,Madagascar 3: Europe's Most Wanted,2012,7+,75/100,1,0,0,0,0
tt6333060,Icarus,2017,18+,75/100,1,0,0,0,0
tt4682786,Collateral Beauty,2016,13+,75/100,1,0,0,0,0
tt0810819,The Danish Girl,2015,18+,75/100,1,0,0,0,0
tt0947810,Green Zone,2010,18+,75/100,1,0,1,0,0
tt2246779,John Mulaney: New in Town,2012,18+,75/100,1,0,0,0,0
tt5873150,Strong Island,2017,,75/100,1,0,0,0,0
tt6571548,The White Tiger,2021,18+,75/100,1,0,0,0,0
tt1034303,Defiance,2008,18+,75/100,1,0,0,0,0
tt8436026,A Fortunate Man,2018,16+,75/100,1,0,0,0,0
tt4686844,The Death of Stalin,2017,18+,75/100,1,0,0,0,0
tt1190080,2012,2009,13+,75/100,1,1,0,0,0
tt1496025,Underworld: Awakening,2012,18+,74/100,1,1,0,0,0
tt2431286,Philomena,2013,13+,74/100,1,0,0,0,0
tt6452574,Sanju,2018,18+,74/100,1,0,0,0,0
tt0365545,Nappily Ever After,2018,18+,74/100,1,0,0,0,0
tt9893250,I Care a Lot,2021,18+,74/100,1,0,0,0,0
tt1327773,The Butler,2013,13+,74/100,1,0,0,0,0
tt7399470,Qarib Qarib Singlle,2017,,74/100,1,0,0,0,0
tt1315981,A Single Man,2009,18+,74/100,1,0,0,0,0
tt0099785,Home,2015,7+,74/100,1,0,1,0,0
tt1007028,Zack and Miri Make a Porno,2008,18+,74/100,1,1,1,0,0
tt7689924,Seeing Allred,2018,16+,74/100,1,0,0,0,0
tt1185420,Dostana,2008,13+,74/100,1,0,0,0,0
tt1403981,Remember Me,2010,13+,74/100,1,0,0,0,0
tt0834001,Underworld: Rise of the Lycans,2009,18+,74/100,1,0,0,0,0
tt0380510,The Lovely Bones,2009,13+,74/100,1,0,0,0,0
tt0479952,Madagascar: Escape 2 Africa,2008,7+,74/100,1,0,0,0,0
tt1411238,No Strings Attached,2011,18+,74/100,1,0,1,0,0
tt7389366,Heroin(e),2017,,74/100,1,0,0,0,0
tt6265828,A Ghost Story,2017,18+,74/100,1,0,0,0,0
tt1862079,Safety Not Guaranteed,2012,18+,74/100,1,0,0,0,0
tt3317234,Game Over,2019,13+,74/100,1,0,0,0,0
tt6850820,Peppermint,2018,18+,74/100,1,0,0,0,0
tt12133722,Have a Good Trip: Adventures in Psychedelics,2020,18+,74/100,1,0,0,0,0
tt1365050,Beasts of No Nation,2015,18+,74/100,1,0,0,0,0
tt3201640,Extinction,2018,18+,74/100,1,0,0,0,0
tt10728764,Nobody Knows I'm Here,2020,18+,74/100,1,0,0,0,0
tt5640450,ARQ,2016,18+,74/100,1,0,0,0,0
tt2782692,Ali's Wedding,2017,18+,74/100,1,0,0,0,0
tt5192124,Bo Burnham: Make Happy,2016,18+,74/100,1,0,0,0,0
tt10618286,Mank,2020,18+,74/100,1,0,0,0,0
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,74/100,1,0,0,0,0
tt1231583,Due Date,2010,18+,74/100,1,0,0,0,0
tt9398640,Between Two Ferns: The Movie,2019,18+,74/100,1,0,0,0,0
tt1386932,Ip Man 2,2010,18+,74/100,1,0,0,0,0
tt6908274,Mirage,2018,18+,74/100,1,0,0,0,0
tt3915174,Puss in Boots,2011,7+,74/100,1,0,0,0,0
tt0295178,Austin Powers in Goldmember,2002,13+,74/100,1,0,0,0,0
tt3799232,The Kissing Booth,2018,16+,73/100,1,0,0,0,0
tt5022702,Hush,2016,18+,73/100,1,0,0,0,0
tt10456740,Lost Bullet,2020,18+,73/100,1,0,0,0,0
tt0292490,Dil Chahta Hai,2001,all,73/100,1,0,0,0,0
tt0126886,Election,1999,18+,73/100,1,0,1,0,0
tt6078866,Soni,2019,18+,73/100,1,0,0,0,0
tt2631186,Bāhubali: The Beginning,2015,13+,73/100,1,0,0,0,0
tt1764234,Killing Them Softly,2012,18+,73/100,1,0,0,0,0
tt0244244,Swordfish,2001,18+,73/100,1,0,0,0,0
tt5562070,Wish Dragon,2021,7+,73/100,1,0,0,0,0
tt3405236,Raees,2017,18+,73/100,1,0,0,0,0
tt1950235,Let It Snow,2019,13+,73/100,1,0,0,0,0
tt11024272,The Babysitter: Killer Queen,2020,,73/100,1,0,0,0,0
tt3072482,Hardcore Henry,2015,18+,73/100,1,0,0,0,0
tt8342946,Tig Notaro: Happy To Be Here,2018,16+,73/100,1,0,0,0,0
tt6193522,Spelling the Dream,2020,all,73/100,1,0,0,0,0
tt9358052,Knock Down the House,2019,7+,73/100,1,0,0,0,0
tt0432021,Resident Evil: Extinction,2007,18+,73/100,1,1,0,0,0
tt4139588,Polar,2019,18+,73/100,1,0,0,0,0
tt6185286,Saving Capitalism,2017,7+,73/100,1,0,0,0,0
tt6151222,The Untold Tales of Armistead Maupin,2017,,73/100,1,0,0,0,0
tt7979580,The Mitchells vs. The Machines,2021,7+,73/100,1,0,0,0,0
tt8629748,Spenser Confidential,2020,18+,73/100,1,0,0,0,0
tt6890582,Psychokinesis,2018,,73/100,1,0,0,0,0
tt0892782,Monsters vs Aliens,2009,7+,73/100,1,0,0,0,0
tt1099212,Twilight,2008,13+,73/100,1,0,1,0,0
tt2140379,Self/less,2015,13+,73/100,1,0,0,0,0
tt1860242,The Highwaymen,2019,18+,73/100,1,0,0,0,0
tt1623288,ParaNorman,2012,7+,73/100,1,0,0,0,0
tt9866072,Holidate,2020,,73/100,1,0,0,0,0
tt9701940,Fear Street Part Two: 1978,2021,18+,73/100,1,0,0,0,0
tt0837156,Pee-wee's Big Holiday,2016,7+,73/100,1,0,0,0,0
tt8368408,Gunpowder Milkshake,2021,18+,73/100,1,0,0,0,0
tt6343706,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,73/100,1,0,0,0,0
tt5804038,I Am Not Your Negro,2017,18+,73/100,1,1,0,0,0
tt2649554,Midnight Special,2016,13+,73/100,1,0,0,0,0
tt5712152,Layla M.,2016,,73/100,1,0,0,0,0
tt2312718,Homefront,2013,18+,73/100,1,0,0,0,0
tt0367089,The Squid and the Whale,2005,18+,73/100,1,0,0,0,0
tt0328962,Comedian,2002,18+,73/100,1,0,0,0,0
tt1781922,No Escape,2015,18+,73/100,1,0,0,0,0
tt8139850,Mercury 13,2018,,73/100,1,0,0,0,0
tt5932728,The Professor and the Madman,2019,,73/100,1,0,0,0,0
