imdbID,tmdbID,imdbRating,tmdbRating,genres,countries,year,runtime,title,overview,originalLanguage,posterURLs.original,streamingInfo.disney.us.added,streamingInfo.disney.us.leaving,streamingInfo.paramount.us.added,streamingInfo.paramount.us.leaving,streamingInfo.showtime.us.added,streamingInfo.showtime.us.leaving,streamingInfo.hulu.us.added,streamingInfo.hulu.us.leaving,streamingInfo.netflix.us.added,streamingInfo.netflix.us.leaving,streamingInfo.prime.us.added,streamingInfo.prime.us.leaving,streamingInfo.hbo.us.added,streamingInfo.hbo.us.leaving,streamingInfo.zee5.us.added,streamingInfo.zee5.us.leaving,streamingInfo.peacock.us.added,streamingInfo.peacock.us.leaving,streamingInfo.starz.us.added,streamingInfo.starz.us.leaving,streamingInfo.mubi.us.added,streamingInfo.mubi.us.leaving,streamingInfo.apple.us.added,streamingInfo.apple.us.leaving
tt2084970,205596,80,80,"1, Drama, Thriller","['GB', 'US']",2014,113,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",en,https://image.tmdb.org/t/p/original/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt6751668,496243,85,85,"Drama, Thriller",['KR'],2019,133,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",ko,https://image.tmdb.org/t/p/original/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,,,,,,,1652641943.0,1680937200.0,,,,,,,,,,,,,,,,
tt0083944,1368,77,74,"Action, Adventure, Thriller",['US'],1982,93,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",en,https://image.tmdb.org/t/p/original/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,,,,,,,,,,,,,1655514692.0,16856028000.0,,,,,,,,,,
tt0080684,1891,87,84,"Action, Adventure, Fantasy",['US'],1980,124,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",en,https://image.tmdb.org/t/p/original/2l05cFWJacyIsTpsqSgH0wQXe4V.jpg,1606705696.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0914798,14574,77,78,"Drama, War","['GB', 'US']",2008,94,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",en,https://image.tmdb.org/t/p/original/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,,,1656717558.0,1672549200.0,,,,,,,,,,,,,,,,,,,,
tt0109445,2292,77,74,Comedy,['US'],1994,92,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",en,https://image.tmdb.org/t/p/original/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg,,,1664896527.0,1672549200.0,1664894888.0,1672531140.0,,,,,,,,,,,,,,,,,,
tt0848228,24428,80,77,"Action, Adventure, Science Fiction",['US'],2012,143,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",en,https://image.tmdb.org/t/p/original/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,1652614011.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0071853,762,82,78,"Adventure, Comedy, Fantasy",['GB'],1975,91,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",en,https://image.tmdb.org/t/p/original/8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg,,,,,,,,,1600283847.0,0.0,,,,,,,,,,,,,,
tt4857264,411088,80,81,"Crime, Drama, Mystery",['ES'],2017,107,The Invisible Guest,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",es,https://image.tmdb.org/t/p/original/fptnZJbLzKUHeNlYrAynbyoL5YJ.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0374887,19625,81,72,"Comedy, Drama",['IN'],2003,156,Munna Bhai M.B.B.S.,A gangster sets out to fulfill his father's dream of becoming a doctor.,hi,https://image.tmdb.org/t/p/original/nZNUTxGsSB4nLEC9Bpa2xfu81qV.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0247586,18079,79,77,"Crime, Thriller",['AR'],2000,114,Nine Queens,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",es,https://image.tmdb.org/t/p/original/tabMRXUTTBmprGax6ON2r9yBN0D.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0162222,8358,78,76,"Adventure, Drama",['US'],2000,143,Cast Away,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",en,https://image.tmdb.org/t/p/original/ydtGc9GXq0XGKozNOs0kmzfuuBm.jpg,,,,,,,1668217974.0,1675238340.0,,,,,,,,,,,,,,,,
tt9071322,552178,76,75,"1, Drama, History",['US'],2019,127,Dark Waters,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",en,https://image.tmdb.org/t/p/original/yV6edeSb1ykiNpJ1ekRz8GPhENr.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0116231,26900,81,73,"Crime, Drama, Thriller",['TR'],1996,128,The Bandit,"Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.",tr,https://image.tmdb.org/t/p/original/44KTRoayojxpzti2okBZGKmjEGM.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt1049413,14160,83,79,"Animation, Adventure, Comedy",['US'],2009,96,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",en,https://image.tmdb.org/t/p/original/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,1652494287.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0206634,9693,79,76,"Action, Drama, Science Fiction","['GB', 'US']",2006,109,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",en,https://image.tmdb.org/t/p/original/5Q1biVlMz8sUWZhOLysgjnUTGfs.jpg,,,,,,,1668149053.0,1669881540.0,,,,,,,,,,,,,,,,
tt0083987,783,81,75,"1, Drama","['IN', 'GB']",1982,191,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",en,https://image.tmdb.org/t/p/original/rOXftt7SluxskrFrvU7qFJa5zeN.jpg,,,,,,,1668147173.0,1672559940.0,,,,,,,,,,,,,,,,
tt0068473,10669,77,73,"Adventure, Drama, Thriller",['US'],1972,109,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",en,https://image.tmdb.org/t/p/original/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,,,,,,,,,1656864373.0,0.0,,,,,,,,,,,,,,
tt0099348,581,80,78,"Adventure, Drama, Western","['GB', 'US']",1990,181,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",en,https://image.tmdb.org/t/p/original/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg,,,,,,,,,,,,,1655505542.0,16803324000.0,,,,,,,,,,
tt0167260,122,90,84,"Action, Adventure","['NZ', 'US']",2003,201,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",en,https://image.tmdb.org/t/p/original/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,,,,,,,,,,,1659630119.0,0.0,1655501521.0,0.0,,,,,,,,,,
tt3521164,277834,76,75,"Animation, Adventure, Comedy",['US'],2016,107,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",en,https://image.tmdb.org/t/p/original/4JeejGugONWpJkbnvL12hVoYEDa.jpg,1652518677.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt2576852,149871,80,81,"Animation, Drama, Family",['JP'],2013,137,The Tale of The Princess Kaguya,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate, the punishment for her crime.",ja,https://image.tmdb.org/t/p/original/mWRQNlWXYYfd2z4FRm99MsgHgiA.jpg,,,,,,,,,,,,,1655503130.0,16851599990.0,,,,,,,,,,
tt0103064,280,86,80,"Action, Science Fiction","['FR', 'US']",1991,137,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",en,https://image.tmdb.org/t/p/original/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,,,,,,,,,,,,,1655508759.0,16829244000.0,,,,,,,,,,
tt0066206,11202,79,75,"1, Drama, War",['US'],1970,172,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",en,https://image.tmdb.org/t/p/original/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg,,,,,,,,,,,,,,,,,,,1634292534.0,32503697999.0,,,,
tt1305806,25376,82,79,"Drama, Mystery","['AR', 'ES']",2009,130,The Secret in Their Eyes,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,es,https://image.tmdb.org/t/p/original/r3FctmAMk2tbrwxuWdpeLrZLwIz.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0100998,12516,77,76,"Drama, Fantasy","['US', 'JP']",1990,119,Dreams,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,ja,https://image.tmdb.org/t/p/original/j0NQsYqnqvhTtBj7vhCa9iKT0NA.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt8178634,579974,80,77,"Action, Drama",['IN'],2022,187,RRR,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,te,https://image.tmdb.org/t/p/original/kdO4JtO5DnIMyLymQv8C8Ol1CzA.jpg,,,,,,,,,1658985879.0,0.0,,,,,,,,,,,,,,
tt7286456,475557,84,81,"Crime, Drama, Thriller","['CA', 'US']",2019,122,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",en,https://image.tmdb.org/t/p/original/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,,,,,,,,,,,,,1655502826.0,0.0,,,,,,,,,,
tt1675434,77338,85,82,"1, Comedy, Drama",['FR'],2011,113,The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,fr,https://image.tmdb.org/t/p/original/323BP0itpxTsO0skTwdnVmf7YC9.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0063442,871,80,76,"Adventure, Science Fiction",['US'],1968,112,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",en,https://image.tmdb.org/t/p/original/2r9iKnlSYEk4daQadsXfcjHfIjQ.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0340377,2056,76,74,"Comedy, Drama",['US'],2003,88,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",en,https://image.tmdb.org/t/p/original/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,,,1664904408.0,1672549200.0,1664896559.0,1672531140.0,,,,,,,,,,,,,,,,,,
tt5323662,378064,81,84,"Animation, Drama",['JP'],2016,130,A Silent Voice: The Movie,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",ja,https://image.tmdb.org/t/p/original/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,,,,,,,,,1645606369.0,0.0,,,,,,,,,,,,,,
tt2980516,266856,77,78,"1, Drama, Romance",['GB'],2014,123,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",en,https://image.tmdb.org/t/p/original/7rIIrOFrbdi2ucAMKoHSaMv8FDN.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt1602620,86837,79,77,Drama,"['FR', 'AT', 'DE']",2012,127,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",fr,https://image.tmdb.org/t/p/original/yq8hSg68QcfqKim9iydrVe4ndX3.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt1821549,129670,77,74,"Adventure, Drama",['US'],2013,115,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",en,https://image.tmdb.org/t/p/original/3WdcebeFY1ProN3MxKuaT78CK8w.jpg,,,1658383464.0,1691470800.0,,,,,,,1654589676.0,0.0,,,,,,,,,,,,
tt0099077,11005,78,77,"1, Drama",['US'],1990,120,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",en,https://image.tmdb.org/t/p/original/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,,,,,,,,,,,,,,,,,,,1664896094.0,32503697999.0,,,,
tt0328107,9509,77,74,"Action, Crime, Drama","['MX', 'CH', 'GB', 'US']",2004,146,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",en,https://image.tmdb.org/t/p/original/v8H6dPqXhHWW137ubxqD4HdHTib.jpg,,,,,,,,,,,1666048594.0,0.0,,,,,,,,,,,,
tt0055032,1628,77,76,"Drama, Romance",['FR'],1962,110,Jules and Jim,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.",fr,https://image.tmdb.org/t/p/original/kuFjZlcZhQFDtIjuI3GQJjsQG03.jpg,,,,,,,,,,,,,1655514394.0,17277551990.0,,,,,,,,,,
tt0040725,19542,81,80,"Drama, Music, Romance",['GB'],1948,133,The Red Shoes,"In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",en,https://image.tmdb.org/t/p/original/vPvpBWFWDvEXuQBkoYgA6A89GVp.jpg,,,,,,,,,,,,,1655512810.0,17277551990.0,,,,,,,,,,
tt1327035,15977,79,68,"Comedy, Drama, Romance",['IN'],2009,144,Dev.D,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",hi,https://image.tmdb.org/t/p/original/uNdSUb9JOitGPTk2wdc8ykOBJHb.jpg,,,,,,,,,1653740830.0,0.0,,,,,,,,,,,,,,
tt0460791,14784,78,76,"Adventure, Drama, Fantasy","['IN', 'US']",2006,117,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",en,https://image.tmdb.org/t/p/original/ez7xavvDr5yDz4sSvI55xDp0BoU.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0021884,3035,78,75,"Drama, Horror, Science Fiction",['US'],1931,70,Frankenstein,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.",en,https://image.tmdb.org/t/p/original/gKaSFyd6HMTkXqU3UVVNWhVUiiO.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0347304,4254,79,74,"Comedy, Drama, 4",['IN'],2003,186,Kal Ho Naa Ho,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,hi,https://image.tmdb.org/t/p/original/zhMI6I0kSLnewTMwE0A8Tz3Cj2f.jpg,,,,,,,,,1657851890.0,0.0,1624385615.0,0.0,,,,,,,,,,,,
tt0104797,1883,77,75,"1, Drama, History",['US'],1992,202,Malcolm X,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",en,https://image.tmdb.org/t/p/original/zXn95Y4iZcab4A6bdXgXYxT8eOo.jpg,,,,,,,,,,,,,1662244801.0,16725491400.0,,,,,,,,,,
tt0093773,106,78,74,"Action, Adventure, Horror",['US'],1987,107,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,en,https://image.tmdb.org/t/p/original/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,,,,,,,,,,,,,1667465584.0,17067744000.0,,,,,,,,,,
tt2802154,265180,76,74,"Crime, Drama",['RU'],2014,141,Leviathan,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",ru,https://image.tmdb.org/t/p/original/dwmHSBBiu2ow271zrQ33rPKZDSC.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0051378,1093,79,76,"Crime, Drama, Thriller",['FR'],1958,91,Elevator to the Gallows,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",fr,https://image.tmdb.org/t/p/original/dLbf8LtbLQFM7KUaVgwkfKIPqXu.jpg,,,,,,,,,,,,,1655510562.0,17277551990.0,,,,,,,,,,
tt0103639,812,80,76,"Animation, Adventure",['US'],1992,90,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",en,https://image.tmdb.org/t/p/original/oakAd8syy7jNQ4ZoaAGCQkTqcOV.jpg,1652593997.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt8367814,522627,78,77,"Action, Comedy, Crime","['US', 'GB']",2019,113,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",en,https://image.tmdb.org/t/p/original/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,,,,,,,,,1651834579.0,0.0,,,,,,,,,,,,,,
tt3281548,331482,78,79,"Drama, Romance",['US'],2019,135,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,en,https://image.tmdb.org/t/p/original/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0042041,15794,81,76,"Action, Crime, Drama",['US'],1949,114,White Heat,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",en,https://image.tmdb.org/t/p/original/nWYCKGwByyyCUBe0jsJp7r7k0GI.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0100150,379,77,74,"Crime, Drama, Thriller",['US'],1990,115,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",en,https://image.tmdb.org/t/p/original/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0325980,22,81,77,"Action, Adventure, Fantasy",['US'],2003,143,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",en,https://image.tmdb.org/t/p/original/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,1606703526.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0026029,260,76,73,"Crime, Mystery, Thriller",['GB'],1935,86,The 39 Steps,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed -- with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as ""The 39 Steps.""",en,https://image.tmdb.org/t/p/original/paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg,,,,,,,,,,,,,1655512458.0,17277551990.0,,,,,,,,,,
tt1454029,50014,81,81,Drama,['US'],2011,146,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",en,https://image.tmdb.org/t/p/original/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,,,,,,,,,,,,,1655510078.0,16752384000.0,,,,,,,,,,
tt2245084,177572,78,77,"Animation, Action, Adventure",['US'],2014,102,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",en,https://image.tmdb.org/t/p/original/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,1606712442.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0050986,614,81,81,Drama,['SE'],1957,91,Wild Strawberries,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",sv,https://image.tmdb.org/t/p/original/iyTD2QnySNMPUPE3IedZQipSWfz.jpg,,,,,,,,,,,,,1655513250.0,17277551990.0,,,,,,,,,,
tt1754656,309809,77,76,"Animation, Adventure",['FR'],2015,108,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",en,https://image.tmdb.org/t/p/original/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0369702,1913,80,75,"1, Drama","['ES', 'FR', 'IT']",2004,125,The Sea Inside,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",es,https://image.tmdb.org/t/p/original/mQW1JJKCUg02cmWBzr9JFu9vM1V.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0260991,2440,78,78,"Action, Drama, Thriller",['KR'],2000,110,Joint Security Area,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.",ko,https://image.tmdb.org/t/p/original/etoPOj0bXzfw0LBNslCxqO7MHuv.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0092965,10110,77,75,"Drama, History, War","['CN', 'ES', 'GB', 'US']",1987,153,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",en,https://image.tmdb.org/t/p/original/tU7NpwxpX3W6Vpgu2hWQfQKizMo.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0140888,666,80,81,Drama,"['BR', 'FR']",1998,110,Central Station,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",pt,https://image.tmdb.org/t/p/original/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt2358891,179144,77,75,Drama,['IT'],2013,142,The Great Beauty,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",it,https://image.tmdb.org/t/p/original/1cmOc3ZPkuCTOTqHEsRr3Pk81Um.jpg,,,,,,,,,,,,,1655509690.0,17277551400.0,,,,,,,,,,
