imdbID,tmdbID,imdbRating,tmdbRating,genres,countries,year,runtime,title,overview,originalLanguage,posterURLs.original,streamingInfo.disney.us.added,streamingInfo.disney.us.leaving,streamingInfo.paramount.us.added,streamingInfo.paramount.us.leaving,streamingInfo.showtime.us.added,streamingInfo.showtime.us.leaving,streamingInfo.hulu.us.added,streamingInfo.hulu.us.leaving,streamingInfo.netflix.us.added,streamingInfo.netflix.us.leaving,streamingInfo.prime.us.added,streamingInfo.prime.us.leaving,streamingInfo.hbo.us.added,streamingInfo.hbo.us.leaving,streamingInfo.zee5.us.added,streamingInfo.zee5.us.leaving,streamingInfo.peacock.us.added,streamingInfo.peacock.us.leaving,streamingInfo.starz.us.added,streamingInfo.starz.us.leaving,streamingInfo.mubi.us.added,streamingInfo.mubi.us.leaving,streamingInfo.apple.us.added,streamingInfo.apple.us.leaving
tt0095327,12477,85,84,"Animation, Drama, War",['JP'],1988,89,Grave of the Fireflies,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",ja,https://image.tmdb.org/t/p/original/qG3RYlIVpTYclR9TYIsy8p7m7AT.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0088846,68,79,76,Science Fiction,"['GB', 'US']",1985,143,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",en,https://image.tmdb.org/t/p/original/8Pf3pbzu9pyONdpmdMtMrASr0am.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt1605783,59436,77,75,"Comedy, Fantasy, Romance","['ES', 'US']",2011,94,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,en,https://image.tmdb.org/t/p/original/4wBG5kbfagTQclETblPRRGihk0I.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt3315342,263115,81,78,"Action, Drama, Science Fiction",['US'],2017,137,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",en,https://image.tmdb.org/t/p/original/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,1658592406.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0058461,391,79,78,"Action, Western","['DE', 'ES', 'IT']",1964,99,A Fistful of Dollars,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",it,https://image.tmdb.org/t/p/original/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0056869,571,76,75,"Horror, Mystery",['US'],1963,119,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",en,https://image.tmdb.org/t/p/original/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0023969,3063,78,73,"Comedy, 4",['US'],1933,69,Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,en,https://image.tmdb.org/t/p/original/31t63plEGKHhYuuCpC9bFWO9SBS.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0107207,7984,81,79,"1, Crime, Drama","['GB', 'IE']",1993,133,In the Name of the Father,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",en,https://image.tmdb.org/t/p/original/3NcIkKxaO2SmRVsG1v50XhtmL0f.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0091763,792,81,77,"Drama, War","['US', 'GB']",1986,120,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",en,https://image.tmdb.org/t/p/original/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,,,1667600788.0,1672549200.0,1667341126.0,1672531140.0,,,,,,,,,,,,,,,,,,
tt0118799,637,86,85,"Comedy, Drama",['IT'],1997,116,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,it,https://image.tmdb.org/t/p/original/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,,,1662823391.0,1678338000.0,,,,,,,,,,,,,,,,,,,,
tt0119472,158,79,76,"Action, Crime, Comedy",['DE'],1997,87,Knockin' on Heaven's Door,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",de,https://image.tmdb.org/t/p/original/9pTUCXcMDZurDmZRtOrnk9mjSFH.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0022913,136,78,78,"Drama, Horror",['US'],1932,62,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",en,https://image.tmdb.org/t/p/original/idK9v05lDtXm67bylUhQyvVlZM6.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0118849,21334,82,79,"Drama, Family, 5",['IR'],1997,89,Children of Heaven,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits.",fa,https://image.tmdb.org/t/p/original/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt10370710,660120,78,75,"Comedy, Drama, Romance","['DK', 'FR', 'NO', 'SE']",2021,128,The Worst Person in the World,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",no,https://image.tmdb.org/t/p/original/p5nLFV9aa76zhFK91Qi0xRlXvQ1.jpg,,,,,,,1668244839.0,1718262000.0,,,,,,,,,,,,,,,,
tt0180093,641,83,80,Drama,['US'],2000,102,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,en,https://image.tmdb.org/t/p/original/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0808417,2011,80,79,"Animation, 1, Drama","['FR', 'US']",2007,95,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",fr,https://image.tmdb.org/t/p/original/aU8i2QAdTyRR1nYb36Gq51xXP8p.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt3322420,247645,81,74,"Adventure, Comedy, Drama",['IN'],2014,146,Queen,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.",hi,https://image.tmdb.org/t/p/original/vKLp0X2RQOuA31R3AdaYtDdKIPK.jpg,,,,,,,,,1653010049.0,0.0,,,,,,,,,,,,,,
tt1408101,54138,77,73,"Action, Adventure, Science Fiction",['US'],2013,132,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",en,https://image.tmdb.org/t/p/original/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg,,,1662832250.0,1676350800.0,,,,,,,1650802301.0,0.0,,,,,,,,,,,,
tt0190590,134,77,73,"Adventure, Comedy, Crime","['US', 'GB']",2000,107,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",en,https://image.tmdb.org/t/p/original/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,,,,,,,1668151257.0,1672559940.0,,,,,,,,,,,,,,,,
tt15097216,855400,89,75,"Crime, Drama, Mystery",['IN'],2021,164,Jai Bhim,"A pregnant woman from a primitive tribal community, searches desperately for her husband, who is missing from police custody. So as to find her husband and seek justice for them, as their voice, a High Court advocate rises in support. Will their battle for justice succeed?",ta,https://image.tmdb.org/t/p/original/mPMQl3voLNlZQt3STGV5KAcLN4h.jpg,,,,,,,,,,,1636801897.0,0.0,,,,,,,,,,,,
tt1853728,68718,84,81,"Drama, Western",['US'],2012,165,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",en,https://image.tmdb.org/t/p/original/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0265086,855,77,73,"Action, History","['GB', 'US']",2001,145,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",en,https://image.tmdb.org/t/p/original/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,,,,,,,,,,,,,1655508399.0,0.0,,,,,,,,,,
tt0053779,439,80,81,"Comedy, Drama","['FR', 'IT']",1960,176,La Dolce Vita,"Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",it,https://image.tmdb.org/t/p/original/xgqVtaGbITWeIYR3mkYo39bRd36.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0018455,631,81,78,"Drama, Romance",['US'],1927,94,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",en,https://image.tmdb.org/t/p/original/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0468569,155,90,85,"Action, Crime, Drama","['GB', 'US']",2008,152,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",en,https://image.tmdb.org/t/p/original/qJ2tW6WMUDux911r6m7haRef0WH.jpg,,,,,,,,,,,,,1655512359.0,0.0,,,,,,,,,,
tt1093370,11807,79,73,"Comedy, Drama, Romance",['IN'],2007,138,Jab We Met,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,hi,https://image.tmdb.org/t/p/original/reEzvhfp85DTapHSPRzBULCXUuz.jpg,,,,,,,,,1645586012.0,0.0,,,,,,,,,,,,,,
tt0044706,288,80,76,"Thriller, Western",['US'],1952,85,High Noon,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",en,https://image.tmdb.org/t/p/original/bc1x6kIO9oF30y3IMFuKMJV2uOj.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0790636,152532,79,79,"1, Drama",['US'],2013,117,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",en,https://image.tmdb.org/t/p/original/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,,,1664907406.0,1669870800.0,1662027396.0,1669852740.0,,,,,,,,,,,,,,,,,,
tt0037382,22584,78,74,"Adventure, 2",['US'],1945,100,To Have and Have Not,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,en,https://image.tmdb.org/t/p/original/jLOmQ6yHWSKZDrJ2CMuSrXE3t3J.jpg,,,,,,,,,,,,,1662222178.0,0.0,,,,,,,,,,
tt7838252,564147,82,75,"Action, Crime, Drama",['IN'],2018,156,K.G.F: Chapter 1,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.",kn,https://image.tmdb.org/t/p/original/ltHlJwvxKv7d0ooCiKSAvfwV9tX.jpg,,,,,,,,,,,1652516113.0,0.0,,,,,,,,,,,,
tt1235166,21575,78,75,"Crime, Drama","['FR', 'IT']",2009,155,A Prophet,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",fr,https://image.tmdb.org/t/p/original/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt11032374,635302,82,83,"Animation, Action, Adventure",['JP'],2020,117,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",ja,https://image.tmdb.org/t/p/original/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt7979580,501929,76,79,"Animation, Adventure, Comedy",['US'],2021,110,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",en,https://image.tmdb.org/t/p/original/mI2Di7HmskQQ34kz0iau6J1vr70.jpg,,,,,,,,,1668314699.0,0.0,,,,,,,,,,,,,,
tt0039689,678,80,76,"Crime, Drama, 2",['US'],1947,97,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, CA. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",en,https://image.tmdb.org/t/p/original/lnUK6Cg5ARM0qaq0B5SG20VAM0h.jpg,,,,,,,,,,,,,1659572663.0,0.0,,,,,,,,,,
tt0092067,10515,80,79,"Animation, Adventure, Family",['JP'],1986,125,Castle in the Sky,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,ja,https://image.tmdb.org/t/p/original/npOnzAbLh6VOIu3naU5QaEcTepo.jpg,,,,,,,,,,,,,1655513907.0,16851599990.0,,,,,,,,,,
tt0088939,873,77,77,Drama,['US'],1985,154,The Color Purple,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",en,https://image.tmdb.org/t/p/original/ziosRyziefrmEmAMIswpjQzvAur.jpg,,,,,,,,,1668073072.0,0.0,,,1655512612.0,0.0,,,,,,,,,,
tt0061809,18900,79,75,"1, Crime, Drama",['US'],1967,134,In Cold Blood,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",en,https://image.tmdb.org/t/p/original/fGb7FcT1qhXMJYMLVTEjCrA0t9s.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0032138,630,81,75,"Adventure, Family, Fantasy",['US'],1939,102,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",en,https://image.tmdb.org/t/p/original/bSA6DbAC5gdkaooU164lQUX6rVs.jpg,,,,,,,,,,,,,1655514583.0,0.0,,,,,,,,,,
tt8291224,554600,82,70,"Action, Drama, History",['IN'],2019,138,Uri: The Surgical Strike,"Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.",hi,https://image.tmdb.org/t/p/original/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,,,,,,,,,,,,,,,1652528066.0,0.0,,,,,,,,
tt0094625,149,80,79,"Animation, Action",['JP'],1988,124,Akira,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,ja,https://image.tmdb.org/t/p/original/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0425210,186,77,74,"Crime, Drama, Thriller","['CA', 'DE', 'GB', 'US']",2006,110,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",en,https://image.tmdb.org/t/p/original/x21s3p5wPww534nYj1cWakTcqz4.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0389557,9075,77,74,"Drama, Thriller, War","['DE', 'BE', 'GB', 'NL']",2006,145,Black Book,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",nl,https://image.tmdb.org/t/p/original/fKBeM6vjMD79G3wAXSpw3pBHsit.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0045793,11426,76,73,"Drama, Romance, War",['US'],1953,118,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",en,https://image.tmdb.org/t/p/original/mJFzGDs8OMyXotbunp800D9SID0.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0125659,1902,77,74,"Drama, Mystery, Science Fiction","['ES', 'FR', 'IT']",1997,117,Open Your Eyes,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",es,https://image.tmdb.org/t/p/original/orjSy9xEGI9jxrtodACH04gANmF.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt1856101,335984,80,75,"Action, Drama, Mystery","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",2017,164,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",en,https://image.tmdb.org/t/p/original/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,,,,,,,,,,,,,1655509001.0,0.0,,,,,,,,,,
tt1877830,414906,79,77,"Action, Crime",['US'],2022,177,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",en,https://image.tmdb.org/t/p/original/74xTEgt7R36Fpooo50r9T25onhq.jpg,,,,,,,,,,,,,1655508175.0,0.0,,,,,,,,,,
tt4846340,381284,78,80,"1, Drama, History",['US'],2016,127,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",en,https://image.tmdb.org/t/p/original/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,1606705424.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0096874,165,78,77,"Adventure, Comedy, Science Fiction",['US'],1989,108,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",en,https://image.tmdb.org/t/p/original/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,,,,,,,,,,,,,,,,,1664905215.0,1672567140.0,,,,,,
tt10698680,587412,84,77,"Action, Crime, Drama",['IN'],2022,168,K.G.F: Chapter 2,"The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their Savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy.",kn,https://image.tmdb.org/t/p/original/khNVygolU0TxLIDWff5tQlAhZ23.jpg,,,,,,,,,,,1655502773.0,0.0,,,,,,,,,,,,
tt0248845,13403,77,75,"Comedy, Drama, Music","['CA', 'US']",2001,95,Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",en,https://image.tmdb.org/t/p/original/jafIFAW8sHQkzWPGoMDR4892dFI.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0104684,11782,77,76,"Action, Crime, Thriller",['HK'],1992,126,Hard Boiled,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,cn,https://image.tmdb.org/t/p/original/wuljacjo7DCzUzDianeZZwPb6to.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt4468740,346648,78,74,"Adventure, Comedy, Family","['FR', 'GB', 'US']",2017,104,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",en,https://image.tmdb.org/t/p/original/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,,,,,,,,,,,,,1655510749.0,16725491400.0,,,,,,,,,,
tt0117381,1592,77,76,"Crime, Drama, Mystery",['US'],1996,129,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",en,https://image.tmdb.org/t/p/original/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,,,1667599838.0,1682917200.0,,,,,,,,,,,,,,,,,,,,
tt2265171,180299,79,76,"Action, Crime, Thriller","['ID', 'US']",2014,150,The Raid 2,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",id,https://image.tmdb.org/t/p/original/olA39iaXISiKEkACdELgr0ZRvIF.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0056687,10242,80,79,"Drama, Horror, Thriller",['US'],1962,135,What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,en,https://image.tmdb.org/t/p/original/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,,,,,,,,,,,,,1655503086.0,0.0,,,,,,,,,,
tt0120363,863,79,75,"Animation, Adventure, Comedy",['US'],1999,92,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",en,https://image.tmdb.org/t/p/original/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,1606701391.0,0.0,,,,,,,,,,,,,,,,,,,,,,
tt0062622,62,83,80,"Adventure, Science Fiction","['GB', 'US']",1968,149,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",en,https://image.tmdb.org/t/p/original/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,,,,,,,,,,,,,1655499186.0,0.0,,,,,,,,,,
tt0099685,769,87,84,"1, Crime, Drama",['US'],1990,145,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",en,https://image.tmdb.org/t/p/original/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,,,,,,,,,,,,,1655511616.0,0.0,,,,,,,,,,
tt0358273,69,78,74,"1, Drama, Music","['DE', 'US']",2005,136,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",en,https://image.tmdb.org/t/p/original/iIXy2T3fIxfKCBCJqkAnVBFPO8o.jpg,,,,,,,,,,,,,,,,,,,1667594609.0,32503697999.0,,,,
tt0110413,101,85,83,"Action, Crime, Drama","['US', 'FR']",1994,111,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",en,https://image.tmdb.org/t/p/original/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,,,1667595872.0,1669870800.0,,,,,,,,,,,,,,,,,,,,
tt0250258,575,77,74,"Drama, Thriller",['DE'],2001,120,The Experiment,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,de,https://image.tmdb.org/t/p/original/o6Yq5XcFfsmG5IVEy4qdJ8levmj.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0056111,31442,80,78,"Drama, War",['SU'],1962,95,Ivan's Childhood,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",ru,https://image.tmdb.org/t/p/original/vmRWSLP1DE9WTta0hfzIafJ0dID.jpg,,,,,,,,,,,,,,,,,,,,,,,,
tt0253474,423,85,83,"1, Drama, Music","['FR', 'DE', 'PL', 'GB']",2002,150,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",en,https://image.tmdb.org/t/p/original/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,,,,,,,,,,,,,,,,,,,,,,,,
